Ticker,Sektor,Harga,Skor,Sinyal,Strength,Konfirmasi,Confidence%,RSI,ADX,Stoch,MACD,Volume,CCI,VWAP_Signal,Pattern,Divergence,Ichimoku,BB_Width%,Support,Resistance,Stop_Loss,Target_1,Target_2,Target_3,Risk%,Reward%,RRR,Position_Shares,Position_IDR,Risk_Amount,Regime,Weekly_Trend,Monthly_Trend,MM_Activity,MM_Confidence,MM_Signals,VPT_Trend,CMF_Signal,AD_Trend,Volume_Spike,MM_Shares,MM_Value_IDR,MM_Float_Pct,MM_Float_Shares,MM_Shares_Outstanding,MM_Float_Estimated,MM_Intensity,MM_Volume_Base,Retail_Shares,Retail_Value_IDR,Institutional_Shares,MM_vs_Retail_Ratio,MM_vs_Float_Ratio,Dominance,Float_Shares,Float_Source,Shares_Outstanding,Market_Cap_IDR,Sentiment_Score,Sentiment_Label,News_Count,AI_Win_Prob%,AI_Verdict,IHSG_Change,USD_Change,RSI_1d,MACD_1d
SILO,Kesehatan,2490,0.5,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | ADX30X | RSI34 | Stoch4UP | BullDiv,3,33.5,30.2,3.6,DN,100,-127.9,BELOW,CONTINUATION,BULLISH_DIV,BEARISH,14.9,2480,2760,2398,2644,2759,2874,3.7,6.2,1.68,10869,27063810,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-148356.41403020686,-0.20264994339798342,-1461878.3116883188,NO,3475488,8653965120.0,0.27,1263813989,12987503744,False,-0.8,843120,818003605,2036828976450.0,442334896,0.42,0.27,RETAIL_DOMINANT,1263813989,reported,12987503744,32338884952064,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.32,-0.8,32.08,-53.39
MKPI,Properti & Real Estate,22025,-0.3,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | ADX80XX | RSI35 | CCI-OS | KC-LO,3,34.8,79.8,22.8,DN,100,-167.6,BELOW,NONE,NONE,BEARISH,6.2,22025,23525,21257,23304,24264,25223,3.5,5.8,1.66,1302,28676550,1000000,RANGING,Bear,Bear,NEUTRAL,50,"AD_RISING, VPT_FALLING",-891.1126432829033,0.18700560853309509,106832.08186582098,NO,819192,18042703800.0,0.5,163838441,948194000,False,0.0,39363,105675795,2327509384875.0,57343454,0.78,0.5,RETAIL_DOMINANT,163838441,reported,948194000,20883972292608,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,41.96,-199.201
BHIT,Konglomerat & Investasi,33,0.3,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RSI43* | Vol UP,3,43.0,20.9,0.0,DN,100,-81.2,BELOW,CONTINUATION,NONE,BEARISH,19.1,32,38,31,36,38,40,6.1,9.1,1.49,500000,16500000,1000000,RANGING,Bear,Bear,DISTRIBUTION,90,"VOL_SPIKE_DOWN, VPT_FALLING",-243488.47192587703,-0.2601740625730173,-24097100.0,YES,80756173,2664953709.0,0.15,53837449072,83542741759,False,-4.5,12433963,34913585724,1152148328892.0,18843107175,0.23,0.15,RETAIL_DOMINANT,53837449072,reported,83542741759,2756910514176,0.12,POSITIVE,5,0.0,TIDAK DIUJI,-0.32,-0.8,43.03,0.012
PPRO,Properti & Real Estate,21,-0.4,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | ADX27 | RSI33 | Vol UP | CCI-OS,2,33.2,27.3,0.0,DN,100,-152.8,BELOW,NONE,NONE,BEARISH,43.8,21,34,19,24,27,29,9.5,14.3,1.51,500000,10500000,1000000,TRENDING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-27621967.382800274,-0.08280547802292865,-161373800.0,NO,59434069,1248115449.0,0.27,21612388941,61675671883,False,-0.8,71093060,13988618743,293760993603.0,7564336129,0.42,0.27,RETAIL_DOMINANT,21612388941,reported,61675671883,1295189147648,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,37.34,-1.476
MENN,Pantauan Khusus (High Volatility),53,-1.2,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | W+M** | Entry* | KC-LO,2,100.0,0.0,,DN,0,0.0,BELOW,NONE,NONE,BEARISH,0.0,53,53,53,53,53,53,0.0,0.0,0.0,0,0,0,RANGING,Bull,Bull,NEUTRAL,50,NEUTRAL,0.0,0.0,0.0,NO,4121967,218464251.0,0.5,824393477,1434052006,False,0.0,0,531733794,28181891082.0,288537716,0.78,0.5,RETAIL_DOMINANT,824393477,reported,1434052006,76004753408,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,100.0,0.0
CTRA,Properti & Real Estate,700,0.3,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RSI40* | OBV+Trend,2,40.3,23.0,13.3,DN,84,-96.1,BELOW,CONTINUATION,NONE,BEARISH,11.1,685,760,673,746,780,814,3.9,6.6,1.69,37037,25925900,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,1912568.1161534777,-0.01844653709520512,-899923.8095238209,NO,43189096,30232367200.0,0.5,8637819346,18535695255,False,0.0,13845493,5571393479,3899975435300.0,3023236771,0.78,0.5,RETAIL_DOMINANT,8637819346,reported,18535695255,12974986100736,0.0,NEUTRAL,2,0.0,TIDAK DIUJI,-0.32,-0.8,42.96,-0.84
SIDO,Consumer & Retail,496,0.2,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | RSI43* | Entry* | CCI-OS,1,43.4,19.2,38.8,DN,69,-147.5,BELOW,CONTINUATION,NONE,BEARISH,2.4,495,505,486,513,526,539,2.0,3.4,1.7,100000,49600000,1000000,RANGING,Bear,Bear,NEUTRAL,50,"AD_RISING, VPT_FALLING",-80121.45927676675,0.26456443072758545,44238766.66666668,NO,30697970,15226193120.0,0.5,6139594016,29435200000,False,0.0,11210566,3960038141,1964178917936.0,2148857905,0.78,0.5,RETAIL_DOMINANT,6139594016,reported,29435200000,14599858421760,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,45.35,-0.813
CPIN,Consumer & Retail,4070,0.2,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | RSI42* | OBV+Trend | CCI-OS,1,42.0,23.2,7.8,DN,85,-107.7,BELOW,CONTINUATION,NONE,BEARISH,14.5,4010,4530,3914,4330,4525,4720,3.8,6.4,1.68,6410,26088700,1000000,RANGING,Bear,Bear,NEUTRAL,50,"AD_RISING, VWAP_BELOW_DELTA_NEG",1044850.7155647511,0.3522458024190691,53869293.938283935,NO,36457673,148382729110.0,0.5,7291534680,16398000000,False,0.0,9579153,4703039869,19141372266830.0,2552037138,0.78,0.5,RETAIL_DOMINANT,7291534680,reported,16398000000,66739861716992,0.0,NEUTRAL,2,0.0,TIDAK DIUJI,-0.32,-0.8,44.53,64.621
MAPA,Consumer & Retail,630,0.2,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | RSI44* | OBV+Trend | CCI-OS,1,44.0,18.0,9.5,DN,100,-118.8,BELOW,CONTINUATION,NONE,BEARISH,12.3,625,710,595,688,732,776,5.6,9.2,1.64,28571,17999730,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,7249449.08875357,-0.046671716679924626,-23002535.00000003,NO,43749364,27562099320.0,0.5,8749872880,28504000000,False,0.0,29527943,5643668008,3555510845040.0,3062455508,0.78,0.5,RETAIL_DOMINANT,8749872880,reported,28504000000,17957520408576,-0.03,NEUTRAL,5,0.0,TIDAK DIUJI,-0.32,-0.8,46.35,-0.368
WIKA,Infrastruktur & Konstruksi,204,-0.2,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | News_BULLISH*** | Entry* | KC-LO,1,100.0,0.0,,DN,100,0.0,BELOW,NONE,NONE,BEARISH,0.0,204,204,204,204,204,204,0.0,0.0,0.0,0,0,0,RANGING,Bear,Bear,NEUTRAL,50,NEUTRAL,0.0,0.0,0.0,NO,14018982,2859872328.0,0.5,2803796498,39871963858,False,0.0,0,1808448742,368923543368.0,981328774,0.78,0.5,RETAIL_DOMINANT,2803796498,reported,39871963858,8133880578048,0.32,POSITIVE,3,0.0,TIDAK DIUJI,-0.32,-0.8,100.0,0.0
MIKA,Kesehatan,2040,-0.6,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | News_BULLISH*** | RSI39 | BullDiv | CCI-OS,-1,38.8,21.9,10.0,DN,63,-177.2,BELOW,NONE,BULLISH_DIV,BEARISH,6.2,2040,2180,1965,2164,2257,2351,3.7,6.1,1.65,13333,27199320,1000000,RANGING,Bear,Bear,DISTRIBUTION,80,"VPT_FALLING, CMF_NEGATIVE",-65988.74668854603,-0.1928484046976889,-5181648.138528146,NO,8282983,16897285320.0,0.17,4733133179,13907481500,False,-3.2,1936806,3068253584,6259237311360.0,1656596612,0.27,0.17,RETAIL_DOMINANT,4733133179,reported,13907481500,28371262111744,0.38,POSITIVE,2,0.0,TIDAK DIUJI,-0.32,-0.8,38.78,-25.306
ARTO,Perbankan,1290,-0.2,HINDARI,LOW_LIQ,Macro_Defensive- | RSI35 | BullDiv | CCI-OS | KC-LO | MM_DIST*,-1,35.0,21.1,4.0,DN,80,-115.1,BELOW,NONE,BULLISH_DIV,BEARISH,15.0,1290,1450,1220,1407,1495,1583,5.4,9.1,1.69,14285,18427650,1000000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-212689.60702273203,-0.3963072875214107,-21247820.760546625,NO,8662153,11174177370.0,0.22,3849846044,13861330900,False,-1.8,2945666,2493737776,3216921731040.0,1347446115,0.35,0.22,RETAIL_DOMINANT,3849846044,reported,13861330900,17881116966912,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.32,-0.8,35.9,-29.976
EMTK,Teknologi & Telco,830,-0.2,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RSI46* | KC-LO,-1,45.6,19.8,38.3,DN,63,-3.2,BELOW,CONTINUATION,NONE,BEARISH,35.6,720,955,776,919,986,1053,6.5,10.7,1.65,18518,15369940,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,13913694.900737785,-0.03430719232371137,-1202751.645021677,NO,87062704,72262044320.0,0.5,17412540904,61182504933,False,0.0,41578906,11231088884,9321803773720.0,6094389316,0.78,0.5,RETAIL_DOMINANT,17412540904,reported,61182504933,50781478715392,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.32,-0.8,48.43,18.768
TPMA,Infrastruktur & Konstruksi,580,-0.3,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | News_BULLISH*** | RSI37,-2,36.8,15.1,16.7,DN,91,-240.9,BELOW,CONTINUATION,NONE,BEARISH,3.6,580,600,566,603,620,638,2.4,4.0,1.67,71428,41428240,1000000,RANGING,Bear,Bear,NEUTRAL,50,"AD_RISING, VPT_FALLING",-352837.6626469777,0.03454095251788511,2240433.3333333395,NO,5195070,3013140600.0,0.5,1039014037,3496480134,False,0.0,6242153,670164055,388695151900.0,363654912,0.78,0.5,RETAIL_DOMINANT,1039014037,reported,3496480134,2027958566912,0.23,POSITIVE,1,0.0,TIDAK DIUJI,-0.32,-0.8,40.45,-2.319
BUMI,Energi & Tambang,224,-0.8,HINDARI,F,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RSI43* | Stoch15UP | Reversal,-2,43.1,16.2,15.4,DN,100,-111.0,BELOW,REVERSAL,NONE,BEARISH,20.0,216,262,206,253,275,297,8.0,12.9,1.61,55555,12444320,1000000,RANGING,Bear,Bull,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",742388904.9838638,-0.1671179408002246,-14783779919.090912,NO,495156250,110915000000.0,0.27,180056818260,371335392068,False,-0.8,3723757936,116541775620,26105357738880.0,63019886390,0.42,0.27,RETAIL_DOMINANT,180056818260,reported,371335392068,83179130060800,0.01,NEUTRAL,5,0.0,TIDAK DIUJI,-0.32,-0.8,39.01,-3.189
PWON,Properti & Real Estate,334,-0.7,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RSI39 | CCI-OS,-4,39.2,12.3,8.3,DN,100,-108.6,BELOW,CONTINUATION,NONE,BEARISH,7.5,334,352,324,351,363,376,3.0,5.1,1.7,100000,33400000,1000000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-396021.959569633,-0.22194180352165527,-122382367.61904716,NO,33050610,11038903740.0,0.22,14689160328,48159602400,False,-1.8,27435443,9514903604,3177977803736.0,5141206114,0.35,0.22,RETAIL_DOMINANT,14689160328,reported,48159602400,16085306834944,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.32,-0.8,39.16,-0.866
DUTI,Properti & Real Estate,4110,-0.7,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | News_BEARISH--- | RSI49* | Stoch46UP,-4,48.6,20.9,46.3,DN,100,-25.3,ABOVE,CONTINUATION,NONE,BEARISH,8.6,3920,4350,3911,4441,4689,4937,4.8,8.1,1.69,5025,20652750,1000000,RANGING,Bear,Bull,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-224.08516491399132,-0.2772448005338905,-19713.730158730148,NO,30067,123575370.0,0.27,10933500,1850000000,False,-0.8,13026,7076709,29085273990.0,3826724,0.42,0.27,RETAIL_DOMINANT,10933500,reported,1850000000,7603499827200,-0.35,NEGATIVE,4,0.0,TIDAK DIUJI,-0.32,-0.8,48.21,-16.26
BKSL,Properti & Real Estate,107,-0.7,HINDARI,F,Macro_Defensive- | Sector_COLD- | PBV_Murah | RSI41* | KC-LO,-4,41.3,16.1,9.1,DN,100,-72.7,BELOW,CONTINUATION,NONE,BEARISH,20.6,103,125,99,120,130,140,7.5,12.1,1.61,125000,13375000,1000000,TRENDING,Bear,Bear,NEUTRAL,50,AD_RISING,90285730.20888543,0.02541234116425712,69020945.7142868,NO,5053212,540693684.0,5.65,89375000,357500000,True,0.0,252660600,53040539,5675337673.0,31281249,9.53,5.65,RETAIL_DOMINANT,89375000,proxy,357500000,17944851513344,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,40.12,-1.55
UNVR,Consumer & Retail,1520,-1.6,HINDARI,F,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | Stoch2UP | Vol UP | CCI-OS,-5,21.4,20.5,2.2,DN,79,-255.5,BELOW,NONE,NONE,BEARISH,25.3,1520,1955,1439,1656,1758,1860,5.3,8.9,1.68,12345,18764400,1000000,TRENDING,Bear,Bear,DISTRIBUTION,80,"VOL_SPIKE_DOWN, VPT_FALLING",-5177138.067203132,-0.5194643795254965,-190066983.4233544,YES,9724809,14781709680.0,0.17,5557034244,37981233300,False,-3.2,19894643,3602347450,5475568124000.0,1944961985,0.27,0.17,RETAIL_DOMINANT,5557034244,reported,37981233300,57731473997824,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.32,-0.8,23.46,-85.241
BELI,Teknologi & Telco,380,-1.2,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | News_BULLISH*** | RSI34 | Vol UP,-8,34.3,18.9,0.0,DN,100,-159.6,BELOW,CONTINUATION,NONE,BEARISH,18.2,380,448,363,409,430,452,4.5,7.6,1.69,58823,22352740,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-210556.04306949436,-0.0046510004798315215,-18353.333333343267,NO,85449928,32470972640.0,0.27,31072701101,135842883189,False,-0.8,1019453,20111805788,7642486199440.0,10875445385,0.42,0.27,RETAIL_DOMINANT,31072701101,reported,135842883189,51620293378048,0.0,NEUTRAL,2,0.0,TIDAK DIUJI,-0.32,-0.8,34.99,-8.977
LEAD,Infrastruktur & Konstruksi,138,-1.2,HINDARI,F,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | RSI46* | OBV+Trend,-8,45.8,17.5,8.6,DN,100,-35.6,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,32.3,120,168,122,164,183,203,11.6,18.8,1.62,62500,8625000,1000000,RANGING,Bear,Bull,NEUTRAL,50,AD_FALLING,63839638.3774457,-0.03862464858571585,-70572005.48701295,NO,10381893,1432701234.0,0.5,2076378638,5799616328,False,0.0,66036553,1339264222,184818462636.0,726732523,0.78,0.5,RETAIL_DOMINANT,2076378638,reported,5799616328,800347062272,-0.02,NEUTRAL,5,0.0,TIDAK DIUJI,-0.32,-0.8,45.22,1.501
CLEO,Consumer & Retail,392,-1.2,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | RSI39 | Stoch12UP | CCI-OS | KC-LO,-8,39.3,22.0,12.5,DN,100,-178.3,BELOW,CONTINUATION,NONE,BEARISH,5.4,392,414,381,411,424,438,2.8,4.8,1.71,90909,35636328,1000000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, AD_FALLING",-311693.94362412766,-0.3119694973749312,-32959999.99999994,NO,11742300,4602981600.0,0.22,5218800000,24000000000,False,-1.8,6328556,3380477700,1325147258400.0,1826580000,0.35,0.22,RETAIL_DOMINANT,5218800000,reported,24000000000,9408000032768,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,39.35,-1.394
SMGR,Industri Dasar & Logam,2060,-1.2,HINDARI,F,Macro_Defensive- | Sector_COLD- | PBV_Murah | Vol UP | CCI-OS | KC-LO,-8,27.4,22.0,0.0,DN,100,-317.2,BELOW,NONE,NONE,BEARISH,18.2,2060,2490,1940,2259,2409,2558,5.8,9.7,1.67,8333,17165980,1000000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-2059159.043065425,-0.40474115556790713,-74909303.13131312,NO,7374713,15191908780.0,0.22,3277650465,6735544089,False,-1.8,8942256,2123098090,4373582065400.0,1147177662,0.35,0.22,RETAIL_DOMINANT,3277650465,reported,6735544089,13875221102592,0.0,NEUTRAL,3,0.0,TIDAK DIUJI,-0.32,-0.8,29.88,-83.078
KKGI,Energi & Tambang,320,-1.2,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RSI44* | Stoch69UP | VWAP+,-8,44.2,22.5,69.2,DN,100,-56.7,ABOVE,CONTINUATION,NONE,BEARISH,19.8,306,368,305,345,363,382,4.7,7.8,1.66,66666,21333120,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VWAP_ABOVE_DELTA_POS, VPT_FALLING, AD_FALLING",-2874130.5867099874,-0.0603790298733818,-13651246.666666675,NO,2455317,785701440.0,0.27,892842679,4873329400,False,-0.8,9334800,577892425,184925576000.0,312494937,0.42,0.27,RETAIL_DOMINANT,892842679,reported,4873329400,1559465295872,-0.15,NEGATIVE,2,0.0,TIDAK DIUJI,-0.32,-0.8,42.68,-5.342
LPPF,Consumer & Retail,1610,-1.2,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | ADX25 | RSI42*,-8,41.8,25.3,11.4,DN,100,-48.3,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,12.2,1576,1720,1568,1680,1732,1784,2.6,4.3,1.65,23809,38332490,1000000,RANGING,Bear,Bull,DISTRIBUTION,80,"VOL_SPIKE_DOWN, VPT_FALLING",-439409.1855358193,-0.04753308133028816,-7972430.541125283,YES,69798,112374780.0,0.01,1057066746,1395970,False,-3.2,6194496,687023587,1106107975070.0,369973361,0.01,0.01,RETAIL_DOMINANT,1057066746,reported,1395970,1884056715264,-0.1,NEGATIVE,3,0.0,TIDAK DIUJI,-0.32,-0.8,48.64,19.852
TOBA,Energi & Tambang,600,-1.7,HINDARI,F,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RSI43* | OBV+Trend | KC-LO,-11,43.2,15.7,16.0,DN,100,-56.5,BELOW,CONTINUATION,NONE,BEARISH,22.1,574,679,554,677,735,793,7.7,12.8,1.66,21739,13043400,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_RISING,3268303.5216460004,0.06796912879789559,15870336.623931408,NO,10671372,6402823200.0,0.5,2134274505,8249360331,False,0.0,20488326,1376607057,825964234200.0,746996076,0.78,0.5,RETAIL_DOMINANT,2134274505,reported,8249360331,4949616361472,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.32,-0.8,43.21,3.595
HUMI,Pantauan Khusus (High Volatility),186,-1.7,HINDARI,F,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RSI43* | OBV+Trend | KC-LO,-11,43.4,16.9,11.1,DN,100,-55.0,BELOW,CONTINUATION,NONE,BEARISH,32.0,168,222,164,222,250,277,11.8,19.4,1.64,45454,8454444,1000000,RANGING,Bear,Bull,NEUTRAL,50,"VPT_RISING, AD_FALLING",84600973.40509653,-0.026704171308653334,-144119362.59968007,NO,21206459,3944401374.0,0.5,4241291805,18062584387,False,0.0,158039406,2735633215,508827777990.0,1484452131,0.78,0.5,RETAIL_DOMINANT,4241291805,reported,18062584387,3359640649728,0.0,NEUTRAL,2,0.0,TIDAK DIUJI,-0.32,-0.8,42.99,0.44
SCMA,Konglomerat & Investasi,260,-2.2,HINDARI,F,Macro_Defensive- | Sector_COLD- | News_BEARISH--- | RSI43* | OBV+Trend | KC-LO,-14,43.0,18.1,10.3,DN,90,-82.6,BELOW,CONTINUATION,NONE,BEARISH,21.9,256,308,241,292,316,340,7.3,12.3,1.68,52631,13684060,1000000,RANGING,Bear,Bull,NEUTRAL,50,AD_FALLING,9477848.350680176,-0.09513934456577469,-146738320.40404034,NO,20864470,5424762200.0,0.5,4172894053,63504703280,False,0.0,115181613,2691516665,699794332900.0,1460512918,0.78,0.5,RETAIL_DOMINANT,4172894053,reported,63504703280,16511222677504,-0.61,NEGATIVE,5,0.0,TIDAK DIUJI,-0.32,-0.8,40.99,1.625
AMRT,Consumer & Retail,1405,-0.9,HINDARI,F,Macro_Defensive- | Sector_COLD- | RSI38 | CCI-OS | KC-LO | MM_ACCUM,-16,38.0,14.9,5.7,DN,81,-111.0,BELOW,NONE,NONE,BEARISH,12.3,1405,1540,1332,1527,1619,1711,5.2,8.7,1.67,13698,19245690,1000000,TRENDING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, AD_RISING, VWAP_BELOW_DELTA_NEG",4531270.368180301,0.14356939304135818,55728819.4444443,NO,132929895,186766502475.0,0.7,18989985117,41140662600,False,0.8,35259683,12210560432,17155837406960.0,6646494790,1.09,0.7,RETAIL_DOMINANT,18989985117,reported,41140662600,57802630365184,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.32,-0.8,38.43,-30.637
WSKT,Infrastruktur & Konstruksi,202,-3.2,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | News_BEARISH--- | Entry* | KC-LO,-21,100.0,0.0,,DN,100,0.0,BELOW,NONE,NONE,BEARISH,0.0,202,202,202,202,202,202,0.0,0.0,0.0,0,0,0,RANGING,Bear,Bear,NEUTRAL,50,NEUTRAL,0.0,0.0,0.0,NO,36008508,7273718616.0,0.5,7201701753,28806807015,True,0.0,0,4645097632,938309721664.0,2520595613,0.78,0.5,RETAIL_DOMINANT,7201701753,proxy,28806807015,5818974994432,-0.32,NEGATIVE,1,0.0,TIDAK DIUJI,-0.32,-0.8,100.0,0.0
