Ticker,Sektor,Harga,Skor,Sinyal,Strength,Konfirmasi,Confidence%,RSI,ADX,Stoch,MACD,Volume,CCI,VWAP_Signal,Pattern,Divergence,Ichimoku,BB_Width%,Support,Resistance,Stop_Loss,Target_1,Target_2,Target_3,Risk%,Reward%,RRR,Position_Shares,Position_IDR,Risk_Amount,Regime,Weekly_Trend,Monthly_Trend,MM_Activity,MM_Confidence,MM_Signals,VPT_Trend,CMF_Signal,AD_Trend,Volume_Spike,MM_Shares,MM_Value_IDR,MM_Float_Pct,MM_Float_Shares,MM_Shares_Outstanding,MM_Float_Estimated,MM_Intensity,MM_Volume_Base,Retail_Shares,Retail_Value_IDR,Institutional_Shares,MM_vs_Retail_Ratio,MM_vs_Float_Ratio,Dominance,Float_Shares,Float_Source,Shares_Outstanding,Market_Cap_IDR,Sentiment_Score,Sentiment_Label,News_Count,AI_Win_Prob%,AI_Verdict,IHSG_Change,USD_Change,RSI_1d,MACD_1d
GOTO,Teknologi & Telco,53,3.3,TUNGGU,E,Macro_Defensive- | Sector_COLD- | News_BULLISH*** | MACD+OBV** | RSI47* | BB+Sup*,23,47.1,23.5,33.3,UP,83,29.2,BELOW,CONTINUATION,NONE,BEARISH,10.0,51,56,50,57,60,63,5.7,7.5,1.32,333333,17666649,1000000,TRENDING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",313949216.9416847,-0.02204095559380481,-1816046000.0,NO,4104828726,217555922478.0,0.5,820965745211,1062010200395,False,0.0,3636767880,529522905662,28064714000086.0,287338010823,0.78,0.5,RETAIL_DOMINANT,820965745211,reported,1062010200395,56286540464128,0.19,POSITIVE,2,0.5,🔴 JEBAKAN / FALSE BREAKOUT,-0.32,-0.8,42.77,-0.484
ASII,Konglomerat & Investasi,6125,1.9,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | MACD* | RSI46*,22,46.1,13.9,16.7,UP,73,-29.3,BELOW,CONTINUATION,NONE,BEARISH,9.0,5900,6600,5842,6597,6950,7304,4.6,7.7,1.67,3533,21639625,1000000,RANGING,Bull,Bull,DISTRIBUTION,40,"VPT_RISING, AD_FALLING, VWAP_BELOW_DELTA_NEG",319645.99702013284,-0.09346584750094226,-93407086.86147177,NO,49374098,302416350250.0,0.27,17954217488,40213715340,False,-0.8,37233860,11620867270,71177812028750.0,6283976120,0.42,0.27,RETAIL_DOMINANT,17954217488,reported,40213715340,246309009227776,-0.0,NEUTRAL,4,0.0,TIDAK DIUJI,-0.32,-0.8,51.23,30.228
BBNI,Perbankan,3720,3.2,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | MACD+OBV** | RSI45* | OBV+Trend,22,45.2,21.5,34.6,UP,72,19.2,BELOW,CONTINUATION,NONE,BEARISH,8.2,3510,3870,3601,3918,4067,4216,3.2,5.3,1.66,8403,31259160,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",668141.9538087896,-0.2627758492237431,-304994529.872154,NO,41359516,153857399520.0,0.27,15039824344,578683733,False,-0.8,76692460,9734526308,36212437865760.0,5263938520,0.42,0.27,RETAIL_DOMINANT,15039824344,reported,578683733,138595289530368,0.1,POSITIVE,4,99.5,🟢 SANGAT AMAN,-0.32,-0.8,48.05,-37.833
BBYB,Perbankan,304,3.3,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | RS_Strong* | MACD+OBV** | RSI42*,22,42.0,19.3,4.0,UP,100,-55.0,BELOW,CONTINUATION,NONE,BEARISH,22.6,282,340,284,338,364,389,6.6,11.2,1.7,50000,15200000,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,9461055.649048388,-0.0518452958204763,-22143557.575757742,NO,33041776,10044699904.0,0.5,6608355256,13350482346,False,0.0,27318810,4262389141,1295766298864.0,2312924339,0.78,0.5,RETAIL_DOMINANT,6608355256,reported,13350482346,4058546438144,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.32,-0.8,41.99,-0.193
GOOD,Consumer & Retail,348,2.8,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | News_BULLISH*** | MACD+OBV** | RSI48* | Vol UP,21,47.8,24.5,30.0,UP,100,20.1,BELOW,CONTINUATION,NONE,BEARISH,5.2,340,356,336,367,382,396,3.4,5.5,1.62,83333,28999884,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VOL_SPIKE_STABLE, VPT_RISING, CMF_NEGATIVE, AD_FALLING",1672.7839020445244,-0.13757090304972117,-406336.666666667,YES,14529774,5056361352.0,0.5,2905954947,36877600855,False,0.0,166086,1874340942,652270647816.0,1017084231,0.78,0.5,RETAIL_DOMINANT,2905954947,reported,36877600855,12833405272064,0.57,POSITIVE,5,0.0,TIDAK DIUJI,-0.32,-0.8,47.78,0.881
CUAN,Energi & Tambang,1315,2.8,HINDARI,F,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | News_BULLISH*** | MACD+OBV**,21,44.8,24.0,34.4,UP,100,-5.0,BELOW,CONTINUATION,NONE,BEARISH,53.1,1045,1590,1187,1528,1687,1847,9.7,16.2,1.67,7812,10272780,1000000,TRENDING,Bear,Bear,NEUTRAL,50,AD_RISING,206187259.58408082,0.10640780089529041,844101586.5505832,NO,99116055,130337612325.0,0.5,19823211019,112414716000,False,0.0,345504506,12785971108,16813552007020.0,6938123856,0.78,0.5,RETAIL_DOMINANT,19823211019,reported,112414716000,147825358798848,0.3,POSITIVE,4,0.0,TIDAK DIUJI,-0.32,-0.8,44.76,25.816
MYOR,Consumer & Retail,1840,3.2,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | ADX25 | MACD* | RSI45*,21,44.7,25.3,36.0,UP,78,-48.1,BELOW,CONTINUATION,NONE,BEARISH,11.2,1760,1980,1769,1959,2048,2138,3.9,6.5,1.67,14084,25914560,1000000,TRENDING,Bear,Bear,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",698417.8575642477,-0.2179571842547742,-48745039.437229395,NO,9186634,16903406560.0,0.27,3340594279,22196639725,False,-0.8,13101956,2162199648,3978447352320.0,1169207997,0.42,0.27,RETAIL_DOMINANT,3340594279,reported,22196639725,40841817096192,0.0,NEUTRAL,1,100.0,🟢 SANGAT AMAN,-0.32,-0.8,41.58,-44.605
MLPT,Teknologi & Telco,23625,3.9,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | Price>EMA21 | ADX42XX,21,51.6,41.8,45.9,UP,100,41.7,BELOW,CONTINUATION,NONE,BEARISH,106.0,13275,29150,20301,29166,33321,37477,14.1,23.5,1.67,300,7087500,1000000,TRENDING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, AD_RISING",76579.08443503416,0.04249749889142892,35802.28620445373,NO,1973999,46635726375.0,0.7,282000000,1875000000,False,0.8,79780,181326001,4283826773625.0,98700000,1.09,0.7,RETAIL_DOMINANT,282000000,reported,1875000000,44296875016192,-0.1,NEGATIVE,3,0.0,TIDAK DIUJI,-0.32,-0.8,51.28,588.336
MPPA,Consumer & Retail,52,3.1,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | RS_Strong* | Pullback_EMA21** | Price>EMA21 | MACD+OBV**,20,51.8,13.8,45.5,UP,100,8.6,BELOW,CONTINUATION,NONE,BEARISH,26.9,46,57,49,57,60,63,5.8,9.6,1.66,333333,17333316,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",18192021.981145084,-0.12135843139289457,-97682366.66666651,NO,14621669,760326788.0,0.27,5316970766,12966640084,False,-0.8,27421453,3441409329,178953285108.0,1860939768,0.42,0.27,RETAIL_DOMINANT,5316970766,reported,12966640084,674265235456,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,49.55,1.022
BPTR,Transportasi & Logistik,82,1.8,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | ADX42XX | RSI47*,20,47.1,42.5,20.6,DN,100,-36.5,BELOW,REVERSAL,NONE,BEARISH,27.2,76,95,75,94,103,113,8.5,14.6,1.72,142857,11714274,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",9283266.166478854,-0.123315540222133,-14556745.137085136,NO,1912892,156857144.0,0.27,695597220,3534000000,False,-0.8,4007783,450225302,36918474764.0,243459026,0.42,0.27,RETAIL_DOMINANT,695597220,reported,3534000000,289788002304,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,42.67,1.336
KIJA,Properti & Real Estate,185,3.0,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | MACD+OBV** | RSI47*,20,47.4,22.1,23.9,UP,100,22.0,BELOW,CONTINUATION,NONE,BEARISH,14.8,174,202,172,206,222,238,7.0,11.4,1.63,76923,14230755,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VOL_SPIKE_STABLE, VPT_RISING, CMF_NEGATIVE, AD_FALLING",33563799.79106307,-0.1065329034861419,-308551068.0097556,YES,3559377,658484745.0,0.5,711875483,711956815,False,0.0,120035433,459159687,84944542095.0,249156419,0.78,0.5,RETAIL_DOMINANT,711875483,reported,711956815,3847413563392,0.0,NEUTRAL,0,99.5,🟢 SANGAT AMAN,-0.32,-0.8,47.36,-0.179
ISSP,Industri Dasar & Logam,460,0.8,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RSI37 | Vol UP,20,36.9,13.4,15.0,DN,100,-136.0,BELOW,CONTINUATION,NONE,BEARISH,7.4,460,490,444,486,506,526,3.5,5.7,1.63,62500,28750000,1000000,RANGING,Bull,Bull,DISTRIBUTION,40,"AD_RISING, VOL_SPIKE_DOWN, VPT_FALLING",-149834.60506881773,-0.0246469297359883,117778.09523809515,YES,6240787,2870762020.0,0.27,2269377305,7051478435,False,-0.8,1092926,1468854462,675673052520.0,794282056,0.42,0.27,RETAIL_DOMINANT,2269377305,reported,7051478435,3243680202752,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,47.67,0.574
MPPA,Consumer & Retail,52,3.1,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | RS_Strong* | Pullback_EMA21** | Price>EMA21 | MACD+OBV**,20,51.8,13.8,45.5,UP,100,8.6,BELOW,CONTINUATION,NONE,BEARISH,26.9,46,57,49,57,60,63,5.8,9.6,1.66,333333,17333316,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",18192021.981145084,-0.12135843139289457,-97682366.66666651,NO,14621669,760326788.0,0.27,5316970766,12966640084,False,-0.8,27421453,3441409329,178953285108.0,1860939768,0.42,0.27,RETAIL_DOMINANT,5316970766,reported,12966640084,674265235456,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,49.55,1.022
GTRA,Pantauan Khusus (High Volatility),256,3.0,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | RS_Strong* | MACD+OBV** | RSI49*,20,48.7,24.4,25.6,UP,100,26.1,BELOW,CONTINUATION,NONE,BEARISH,24.3,212,276,234,293,321,349,8.6,14.5,1.69,45454,11636224,1000000,TRENDING,Bear,Bull,NEUTRAL,50,AD_RISING,485019.23287827894,0.06812561961384604,1577813.2299957946,NO,1894375,484960000.0,0.5,378875000,1894375000,False,0.0,899520,244374376,62559840256.0,132606249,0.78,0.5,RETAIL_DOMINANT,378875000,reported,1894375000,484960010240,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,47.52,1.227
NCKL,Energi & Tambang,1135,2.9,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | MACD+OBV** | RSI45* | Stoch27UP,19,45.0,13.9,26.7,UP,100,-17.2,BELOW,CONTINUATION,NONE,BEARISH,12.3,1085,1230,1064,1253,1342,1430,6.3,10.4,1.65,14084,15985340,1000000,TRENDING,Bear,Bull,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",7508612.770873532,-0.29700393228299904,-383657345.9074259,NO,21924029,24883772915.0,0.27,7972374288,62987866700,False,-0.8,63666696,5160119259,5856735358965.0,2790331000,0.42,0.27,RETAIL_DOMINANT,7972374288,reported,62987866700,71491232202752,0.0,NEUTRAL,3,0.0,TIDAK DIUJI,-0.32,-0.8,42.51,-30.811
PGAS,Energi & Tambang,1880,2.4,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | News_BEARISH--- | MACD+OBV**,18,44.2,17.6,59.1,UP,77,59.7,ABOVE,CONTINUATION,NONE,BEARISH,11.7,1755,1945,1804,2007,2102,2198,4.0,6.8,1.7,13157,24735160,1000000,TRENDING,Bear,Bull,NEUTRAL,50,"VPT_RISING, AD_FALLING",337295.8385656588,-0.09590107759949355,-96734183.93719281,NO,52142272,98027471360.0,0.5,10428454411,24241508195,False,0.0,53259893,6726353096,12645543820480.0,3649959043,0.78,0.5,RETAIL_DOMINANT,10428454411,reported,24241508195,45574036389888,-0.36,NEGATIVE,2,0.0,TIDAK DIUJI,-0.32,-0.8,49.86,-23.972
AWAN,Pantauan Khusus (High Volatility),155,2.0,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | MACD+OBV** | RSI47* | BB+Sup*,18,46.9,17.1,44.1,UP,100,-6.0,BELOW,CONTINUATION,NONE,BEARISH,18.2,141,165,144,173,187,200,7.1,11.6,1.63,90909,14090895,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",103558.63100118563,-0.10309929451087609,-1380281.457578782,NO,4014828,622298340.0,0.5,802965600,3435000000,False,0.0,577323,517912812,80276485860.0,281037960,0.78,0.5,RETAIL_DOMINANT,802965600,reported,3435000000,532425015296,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,51.67,0.858
ASRI,Properti & Real Estate,133,2.8,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | MACD+OBV** | RSI43*,18,43.2,17.6,20.0,UP,100,-54.4,BELOW,CONTINUATION,NONE,BEARISH,12.9,129,143,126,144,152,161,5.3,8.3,1.57,142857,18999981,1000000,TRENDING,Bear,Bear,NEUTRAL,50,AD_FALLING,1822402.8219074607,-0.012871095507985325,-26822883.333333254,NO,49327883,6560608439.0,0.5,9865576721,19649411888,False,0.0,19995726,6363296986,846318499138.0,3452951852,0.78,0.5,RETAIL_DOMINANT,9865576721,reported,19649411888,2613371731968,-0.11,NEGATIVE,4,0.0,TIDAK DIUJI,-0.32,-0.8,41.72,-0.899
JPFA,Consumer & Retail,2530,1.3,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | RSI48* | OBV+Trend | W+M**,18,48.3,18.4,22.2,DN,79,-11.9,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,16.7,2350,2730,2404,2740,2897,3055,5.0,8.3,1.66,7936,20078080,1000000,RANGING,Bull,Bull,NEUTRAL,50,AD_RISING,2286304.465524189,0.2746581467522914,55148136.70329672,NO,25422737,64319524610.0,0.5,5084547494,8716079901,False,0.0,13908353,3279533135,8297218831550.0,1779591622,0.78,0.5,RETAIL_DOMINANT,5084547494,reported,8716079901,29418003103744,0.0,NEUTRAL,2,0.0,TIDAK DIUJI,-0.32,-0.8,55.04,63.248
DOID,Energi & Tambang,252,2.3,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | News_BULLISH*** | MACD+OBV** | RSI40*,18,40.4,20.5,10.5,UP,100,-105.7,BELOW,CONTINUATION,BULLISH_DIV,BEARISH,11.7,248,280,238,275,292,309,5.6,9.1,1.62,71428,17999856,1000000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-367713.5977969039,-0.2383680726581576,-39600877.142857075,NO,8871587,2235639924.0,0.22,3942927814,7357169432,False,-1.8,7677216,2554031493,643615936236.0,1380024734,0.35,0.22,RETAIL_DOMINANT,3942927814,reported,7357169432,1854006755328,0.54,POSITIVE,5,0.0,TIDAK DIUJI,-0.32,-0.8,37.43,-4.891
PTBA,Energi & Tambang,2910,1.3,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RSI50* | W+M**,18,50.2,14.8,47.6,DN,100,-50.2,ABOVE,CONTINUATION,NONE,BEARISH,11.3,2860,3180,2811,3075,3199,3323,3.4,5.7,1.68,10101,29393910,1000000,RANGING,Bull,Bull,DISTRIBUTION,60,"VWAP_ABOVE_DELTA_POS, VPT_FALLING, CMF_NEGATIVE",-5065175.294389445,-0.12504206755093686,-92531802.28715718,NO,8498113,24729508830.0,0.22,3776939465,11514357245,False,-1.8,31543623,2446512540,7119351491400.0,1321928812,0.35,0.22,RETAIL_DOMINANT,3776939465,reported,11514357245,33506778415104,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,49.43,16.333
IRRA,Kesehatan,394,2.6,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | MACD+OBV** | RSI48*,17,48.2,20.9,33.3,UP,100,7.4,BELOW,CONTINUATION,NONE,BEARISH,5.6,382,402,380,417,434,452,3.6,5.8,1.61,71428,28142632,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",40867.85131317034,-0.223740923725667,-4471729.653679654,NO,561435,221205390.0,0.27,204158476,1507817400,False,-0.8,957833,132141575,52063780550.0,71455466,0.42,0.27,RETAIL_DOMINANT,204158476,reported,1507817400,594080038912,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,50.09,1.081
BBCA,Perbankan,5975,1.7,HINDARI,F,Macro_Defensive- | PER_Murah* | ADX26 | RSI32 | Stoch3UP | Vol UP,16,31.6,25.8,2.8,DN,88,-315.4,BELOW,NONE,NONE,BEARISH,11.3,5975,6750,5768,6320,6579,6838,3.5,5.8,1.66,4830,28859250,1000000,RANGING,Bear,Bear,DISTRIBUTION,80,"VPT_FALLING, CMF_NEGATIVE",-27211141.362615235,-0.48813545495599764,-1378259742.222222,NO,84417820,504396474500.0,0.17,48238754535,123013033200,False,-3.2,152223490,31270772628,186842866452300.0,16883564087,0.27,0.17,RETAIL_DOMINANT,48238754535,reported,123013033200,735002853638144,-0.09,NEGATIVE,3,0.0,TIDAK DIUJI,-0.32,-0.8,33.2,-104.315
ROTI,Consumer & Retail,655,2.4,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | News_BULLISH*** | ADX31X | RSI32,16,32.0,30.9,16.0,DN,100,-117.0,BELOW,NONE,NONE,BEARISH,14.4,655,729,635,688,712,737,3.1,5.0,1.61,50000,32750000,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_RISING,486605.62485105207,0.026839886253778658,4281638.095238159,NO,2350673,1539690815.0,0.5,470134676,5622275488,False,0.0,5160960,303236867,198620147885.0,164547136,0.78,0.5,RETAIL_DOMINANT,470134676,reported,5622275488,3682590523392,0.2,POSITIVE,1,0.0,TIDAK DIUJI,-0.32,-0.8,31.96,-2.167
BIRD,Transportasi & Logistik,1620,2.5,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | ADX32X | RSI39,16,39.2,32.0,14.3,DN,95,-127.7,BELOW,CONTINUATION,NONE,BEARISH,3.7,1615,1665,1587,1676,1718,1759,2.0,3.5,1.75,30303,49090860,1000000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, AD_FALLING",-30652.990706025943,-0.29255372607238456,-4234162.380952381,NO,1403884,2274292080.0,0.22,623948677,2502100000,False,-1.8,1036883,404162757,654743666340.0,218382036,0.35,0.22,RETAIL_DOMINANT,623948677,reported,2502100000,4053401862144,-0.05,NEUTRAL,5,0.0,TIDAK DIUJI,-0.32,-0.8,41.61,-9.018
KRAS,Industri Dasar & Logam,300,2.5,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | News_BEARISH--- | MACD+OBV**,16,47.3,17.1,61.1,UP,100,-3.4,ABOVE,CONTINUATION,NONE,BEARISH,9.3,286,314,284,326,346,365,5.3,8.7,1.64,62500,18750000,1000000,TRENDING,Bear,Bull,DISTRIBUTION,40,"VWAP_ABOVE_DELTA_POS, CMF_NEGATIVE, AD_FALLING",1063085.3074990138,-0.19894043553445123,-63726105.0,NO,10640518,3192155400.0,0.27,3869279380,19346396899,False,-0.8,11965366,2504391079,751317323700.0,1354247783,0.42,0.27,RETAIL_DOMINANT,3869279380,reported,19346396899,5803919015936,-0.18,NEGATIVE,2,0.0,TIDAK DIUJI,-0.32,-0.8,44.3,-3.266
BIRD,Transportasi & Logistik,1620,2.5,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | ADX32X | RSI39,16,39.2,32.0,14.3,DN,95,-127.7,BELOW,CONTINUATION,NONE,BEARISH,3.7,1615,1665,1587,1676,1718,1759,2.0,3.5,1.75,30303,49090860,1000000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, AD_FALLING",-30652.990706025943,-0.29255372607238456,-4234162.380952381,NO,1403884,2274292080.0,0.22,623948677,2502100000,False,-1.8,1036883,404162757,654743666340.0,218382036,0.35,0.22,RETAIL_DOMINANT,623948677,reported,2502100000,4053401862144,-0.05,NEUTRAL,5,0.0,TIDAK DIUJI,-0.32,-0.8,41.61,-9.018
LPCK,Properti & Real Estate,625,2.3,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | MACD+OBV** | RSI41*,15,41.3,17.3,37.9,UP,100,-68.5,BELOW,CONTINUATION,NONE,BEARISH,19.1,595,705,571,715,782,849,8.6,14.4,1.67,18518,11573750,1000000,TRENDING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",108624.4966676794,-0.06924133345571414,-579670.4329004325,NO,2824077,1765048125.0,0.5,564815426,5134685692,False,0.0,836830,364305950,227691218750.0,197685399,0.78,0.5,RETAIL_DOMINANT,564815426,reported,5134685692,3209178644480,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,40.16,-6.389
TPIA,Konglomerat & Investasi,5750,2.3,HINDARI,F,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | ADX25 | MACD+OBV**,15,49.1,25.1,58.7,UP,93,31.9,BELOW,CONTINUATION,NONE,BEARISH,63.0,3990,6550,5223,6628,7287,7946,9.2,15.3,1.66,1897,10907750,1000000,TRENDING,Bear,Bear,NEUTRAL,50,AD_FALLING,15827355.336964369,-0.012855559258236279,-4562027.720538139,NO,46175785,265510763750.0,0.5,9235157014,86503906092,False,0.0,14748320,5956676275,34250888581250.0,3232304954,0.78,0.5,RETAIL_DOMINANT,9235157014,reported,86503906092,497397478195200,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.32,-0.8,53.43,154.889
BTPS,Perbankan,1005,1.5,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | MACD* | RSI41* | Vol UP,15,41.3,18.0,20.8,UP,80,-60.5,BELOW,CONTINUATION,NONE,BEARISH,7.0,985,1047,972,1060,1102,1143,3.3,5.5,1.67,30303,30454515,1000000,RANGING,Bear,Bear,DISTRIBUTION,90,"VOL_SPIKE_DOWN, VPT_FALLING",-237086.930640053,-0.18736473346345414,-13595324.047619045,YES,3465856,3483185280.0,0.15,2310570741,7703700000,False,-4.5,5471970,1498405126,1505897151630.0,808699759,0.23,0.15,RETAIL_DOMINANT,2310570741,reported,7703700000,7742218567680,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,44.5,-5.519
ITMG,Energi & Tambang,25450,0.8,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | RSI42* | Vol UP,15,41.6,18.8,15.9,DN,100,-123.9,BELOW,CONTINUATION,NONE,BEARISH,16.0,25450,30075,24359,27268,28632,29995,4.3,7.1,1.65,916,23312200,1000000,TRENDING,Bull,Bull,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-962196.9216934831,-0.21555082104851317,-18565825.709897354,NO,869509,22129004050.0,0.22,386448579,1123887100,False,-1.8,4706313,250322068,6370696630600.0,135257002,0.35,0.22,RETAIL_DOMINANT,386448579,reported,1123887100,28602926104576,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.32,-0.8,47.91,67.864
STRK,Pantauan Khusus (High Volatility),114,1.9,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | MACD+OBV** | RSI45*,15,45.2,24.0,57.1,UP,100,16.5,BELOW,REVERSAL,NONE,BEARISH,40.9,91,123,105,129,140,151,7.9,13.2,1.67,111111,12666654,1000000,TRENDING,Bear,Bear,NEUTRAL,50,AD_RISING,10752958.023611069,0.1721696840997829,51278686.36446886,NO,20442251,2330416614.0,0.5,4088450337,10721835562,False,0.0,14787860,2637050469,300623753466.0,1430957617,0.78,0.5,RETAIL_DOMINANT,4088450337,reported,10721835562,1222289260544,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,40.19,-1.796
BBRI,Perbankan,3050,2.2,HINDARI,F,Macro_Defensive- | PER_Murah* | PBV_Murah | ADX28 | MACD* | RSI36,14,35.7,28.0,0.0,UP,71,-133.3,BELOW,CONTINUATION,NONE,BEARISH,8.4,3033,3270,2958,3203,3318,3433,3.0,5.0,1.67,10869,33150450,1000000,TRENDING,Bear,Bear,DISTRIBUTION,80,"VPT_FALLING, CMF_NEGATIVE",-5978117.96908031,-0.43761839345009473,-2458945145.454549,NO,122374496,373242212800.0,0.17,69928283455,151559001603,False,-3.2,259689323,45331009750,138259579737500.0,24474899209,0.27,0.17,RETAIL_DOMINANT,69928283455,reported,151559001603,462254948483072,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.32,-0.8,36.87,-46.124
TLKM,Teknologi & Telco,2830,1.7,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | News_BULLISH*** | ADX28 | RSI32,14,31.6,28.3,17.0,DN,81,-209.6,BELOW,CONTINUATION,NONE,BEARISH,14.7,2810,3210,2706,3036,3191,3346,4.4,7.3,1.66,8064,22821120,1000000,RANGING,Bear,Bear,DISTRIBUTION,80,"VPT_FALLING, CMF_NEGATIVE",-15612180.814159114,-0.22687123946261165,-283097827.38892686,NO,82902218,234613276940.0,0.17,47372696337,99062216599,False,-3.2,113176586,30709350402,86907461637660.0,16580443717,0.27,0.17,RETAIL_DOMINANT,47372696337,reported,99062216599,280346071400448,0.25,POSITIVE,9,0.0,TIDAK DIUJI,-0.32,-0.8,29.69,-79.398
