Ticker,Sektor,Harga,Skor,Sinyal,Strength,Konfirmasi,Confidence%,RSI,ADX,Stoch,MACD,Volume,CCI,VWAP_Signal,Pattern,Divergence,Ichimoku,BB_Width%,Support,Resistance,Stop_Loss,Target_1,Target_2,Target_3,Risk%,Reward%,RRR,Position_Shares,Position_IDR,Risk_Amount,Regime,Weekly_Trend,Monthly_Trend,MM_Activity,MM_Confidence,MM_Signals,VPT_Trend,CMF_Signal,AD_Trend,Volume_Spike,MM_Shares,MM_Value_IDR,MM_Float_Pct,MM_Float_Shares,MM_Shares_Outstanding,MM_Float_Estimated,MM_Intensity,MM_Volume_Base,Retail_Shares,Retail_Value_IDR,Institutional_Shares,MM_vs_Retail_Ratio,MM_vs_Float_Ratio,Dominance,Float_Shares,Float_Source,Shares_Outstanding,Market_Cap_IDR,Sentiment_Score,Sentiment_Label,News_Count,AI_Win_Prob%,AI_Verdict,IHSG_Change,USD_Change,RSI_1d,MACD_1d
WIDI,-,33,4.2,HINDARI,LOW_LIQ,Macro_Defensive- | PBV_Murah | MACD+OBV** | RSI50* | BB+Sup* | OBV+Trend,23,50.0,19.9,42.9,UP,100,39.9,BELOW,CONTINUATION,NONE,BULLISH,22.9,29,36,30,37,41,44,9.1,12.1,1.33,333333,10999989,1000000,RANGING,Bear,Bull,ACCUMULATION,40,"CMF_POSITIVE, AD_RISING",3882487.410933631,0.2993920579095705,48671550.0,NO,4694460,154917180.0,0.7,670637280,1600031683,False,0.8,6921103,431219772,14230252476.0,234723048,1.09,0.7,RETAIL_DOMINANT,670637280,reported,1600031683,52801048576,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,53.88,0.577
BUKA,Teknologi & Telco,149,3.4,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | News_BULLISH*** | ADX29 | RSI44*,23,44.1,29.3,12.5,DN,100,-40.8,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,28.6,140,175,140,164,175,186,6.0,10.1,1.68,111111,16555539,1000000,TRENDING,Bear,Bull,NEUTRAL,50,"VPT_RISING, AD_FALLING",44205464.03895282,0.005747375077517523,-41452500.41514063,NO,271662747,40477749303.0,0.5,54332549434,103148706067,False,0.0,163511806,35044494386,5221629663514.0,19016392301,0.78,0.5,RETAIL_DOMINANT,54332549434,reported,103148706067,15369157738496,0.12,POSITIVE,4,4.7,🔴 JEBAKAN / FALSE BREAKOUT,-2.03,0.59,50.07,4.673
MLPT,Teknologi & Telco,21550,2.7,HINDARI,LOW_LIQ,Macro_Defensive- | PBV_Mahal- | ADX36X | MACD* | RSI46* | BB+Sup*,23,46.3,35.9,28.1,UP,100,6.8,BELOW,CONTINUATION,NONE,BEARISH,92.8,13275,29150,18405,26792,30723,34654,14.6,24.3,1.66,317,6831350,1000000,TRENDING,Bear,Bear,NEUTRAL,50,AD_RISING,78252.25006530694,0.005715672950996326,53500.70946849615,NO,1410000,30385500000.0,0.5,282000000,1875000000,False,0.0,82860,181890000,3919729500000.0,98700000,0.78,0.5,RETAIL_DOMINANT,282000000,reported,1875000000,40406251208704,0.0,NEUTRAL,4,0.0,TIDAK DIUJI,-2.03,0.59,49.79,395.967
TLKM,Teknologi & Telco,2810,3.0,TUNGGU,E,Macro_Defensive- | PER_Murah* | News_BULLISH*** | ADX33X | RSI33 | Vol UP,23,33.0,32.7,13.3,DN,85,-114.7,BELOW,NONE,NONE,BEARISH,18.4,2810,3210,2693,3004,3150,3296,4.2,6.9,1.64,8547,24017070,1000000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, AD_FALLING",-18651832.79383689,-0.052411376464620504,-191936957.94448245,NO,106588566,299513870460.0,0.22,47372696337,99062216599,False,-1.8,106542616,30685664054,86226715991740.0,16580443717,0.35,0.22,RETAIL_DOMINANT,47372696337,reported,99062216599,278364833185792,0.25,POSITIVE,9,0.0,🔴 JEBAKAN / FALSE BREAKOUT,-2.03,0.59,36.02,-96.383
ADMR,Energi & Tambang,1850,1.9,HINDARI,F,Macro_Defensive- | PBV_Mahal- | MACD+OBV** | RSI46* | OBV+Trend | W+M**,22,46.0,11.3,29.2,UP,100,-36.0,BELOW,CONTINUATION,NONE,BEARISH,13.2,1715,1955,1756,2007,2125,2243,5.1,8.5,1.67,10638,19680300,1000000,RANGING,Bull,Bull,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",1636251.6775110364,-0.2688622143366173,-233485974.54428613,NO,16845973,31165050050.0,0.27,6125808552,40882331500,False,-0.8,55539203,3964929586,7335119734100.0,2144032993,0.42,0.27,RETAIL_DOMINANT,6125808552,reported,40882331500,75632310484992,0.0,NEUTRAL,2,0.0,TIDAK DIUJI,-2.03,0.59,46.95,-16.355
HRUM,Energi & Tambang,995,3.3,TUNGGU,E,Macro_Defensive- | PBV_Mahal- | MACD+OBV** | RSI45* | Vol+OBV* | MACD+Momentum,22,44.7,10.2,23.8,UP,100,-38.1,BELOW,CONTINUATION,NONE,BEARISH,7.9,975,1040,953,1065,1117,1170,4.2,7.0,1.67,23809,23689955,1000000,TRENDING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",826915.1870018654,-0.33422907458607826,-80357094.52380952,NO,11614119,11556048405.0,0.5,2322823974,13148556400,False,0.0,15668300,1498221465,1490730357675.0,812988390,0.78,0.5,RETAIL_DOMINANT,2322823974,reported,13148556400,13082813267968,0.0,NEUTRAL,1,3.9,🔴 JEBAKAN / FALSE BREAKOUT,-2.03,0.59,47.48,-13.209
PTBA,Energi & Tambang,2870,1.9,HINDARI,F,Macro_Defensive- | PER_Murah* | PBV_Murah | RSI47* | W+M** | Entry*,22,46.9,12.5,11.8,DN,100,-68.3,BELOW,CONTINUATION,NONE,BEARISH,4.9,2860,3000,2777,3025,3142,3258,3.2,5.4,1.69,10752,30858240,1000000,RANGING,Bull,Bull,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-938956.6143056154,-0.21838042575609132,-7634469.7619047165,NO,8498113,24389584310.0,0.22,3776939465,11514357245,False,-1.8,28453580,2446512540,7021490989800.0,1321928812,0.35,0.22,RETAIL_DOMINANT,3776939465,reported,11514357245,33046203990016,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,50.34,8.696
PPRE,Infrastruktur & Konstruksi,134,3.0,TUNGGU,E,Macro_Defensive- | PBV_Murah | MACD+OBV** | RSI48* | BB+Sup* | OBV+Trend,20,47.8,19.8,48.1,UP,100,53.9,BELOW,CONTINUATION,NONE,BEARISH,63.3,95,159,111,172,201,229,17.2,28.4,1.65,43478,5826052,1000000,TRENDING,Bear,Bull,NEUTRAL,50,"VPT_RISING, AD_FALLING",623528570.1201875,-0.06285957938248145,-126646788.56559741,YES,11223431,1503939754.0,0.5,2244686347,10116212300,False,0.0,257821710,1447822695,194008241130.0,785640221,0.78,0.5,RETAIL_DOMINANT,2244686347,reported,10116212300,1355572445184,0.0,NEUTRAL,5,10.8,🔴 JEBAKAN / FALSE BREAKOUT,-2.03,0.59,50.06,-5.077
MPPA,Consumer & Retail,52,3.0,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | Pullback_EMA21** | Price>EMA21 | RSI52* | Stoch45UP,20,51.8,12.7,45.5,DN,100,8.8,BELOW,CONTINUATION,NONE,BEARISH,26.0,46,57,49,56,59,63,5.8,7.7,1.33,333333,17333316,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,18054768.943530023,-0.062055766095960835,-29638366.666666508,NO,26584853,1382412356.0,0.5,5316970766,12966640084,False,0.0,25805926,3429446145,178331199540.0,1860939768,0.78,0.5,RETAIL_DOMINANT,5316970766,reported,12966640084,674265235456,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,51.8,0.706
CAMP,Consumer & Retail,204,2.3,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | ADX28 | MACD* | RSI49*,20,48.7,28.0,41.2,UP,100,11.0,BELOW,CONTINUATION,NONE,BEARISH,10.0,194,210,197,216,224,233,3.4,5.9,1.74,142857,29142828,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",2843.089667551918,-0.03675463653158228,-431357.14285713807,NO,2343701,478115004.0,0.5,468740250,5885000000,False,0.0,295163,302337462,61676842248.0,164059087,0.78,0.5,RETAIL_DOMINANT,468740250,reported,5885000000,1200540090368,-0.11,NEGATIVE,5,0.0,TIDAK DIUJI,-2.03,0.59,52.72,1.228
MPPA,Consumer & Retail,52,3.0,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | Pullback_EMA21** | Price>EMA21 | RSI52* | Stoch45UP,20,51.8,12.7,45.5,DN,100,8.8,BELOW,CONTINUATION,NONE,BEARISH,26.0,46,57,49,56,59,63,5.8,7.7,1.33,333333,17333316,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,18054768.943530023,-0.062055766095960835,-29638366.666666508,NO,26584853,1382412356.0,0.5,5316970766,12966640084,False,0.0,25805926,3429446145,178331199540.0,1860939768,0.78,0.5,RETAIL_DOMINANT,5316970766,reported,12966640084,674265235456,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,51.8,0.706
BMHS,Kesehatan,185,3.7,HINDARI,LOW_LIQ,Macro_Defensive- | PBV_Murah | MACD+OBV** | RSI47* | Vol+OBV* | OBV+Trend,19,46.7,11.5,33.3,UP,100,-61.1,BELOW,CONTINUATION,NONE,BEARISH,5.0,180,193,177,198,209,219,4.3,7.0,1.63,125000,23125000,1000000,RANGING,Bear,Bear,ACCUMULATION,40,"CMF_POSITIVE, AD_RISING, VPT_FALLING",-135857.20584090054,0.17904572345012262,2841605.238095224,NO,14315826,2648427810.0,0.7,2045118059,8603416176,False,0.8,1480990,1315010913,243277018905.0,715791320,1.09,0.7,RETAIL_DOMINANT,2045118059,reported,8603416176,1591632068608,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,46.66,-0.991
MAPI,Consumer & Retail,1215,1.4,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RSI44* | OBV+Trend,19,44.4,18.4,0.0,DN,85,-144.0,BELOW,CONTINUATION,NONE,BEARISH,8.8,1215,1330,1150,1324,1405,1487,5.3,9.0,1.7,15384,18691560,1000000,RANGING,Bear,Bear,ACCUMULATION,60,"VPT_RISING, CMF_POSITIVE",902938.0646191649,0.1343024825969069,9351920.212010209,NO,65072000,79062480000.0,0.8,8134000000,16600000000,False,1.8,23879526,5222028000,6344764020000.0,2846900000,1.25,0.8,RETAIL_DOMINANT,8134000000,reported,16600000000,20169000747008,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,53.39,22.866
BRIS,Perbankan,1775,2.1,HINDARI,F,Macro_Defensive- | PER_Murah* | ADX29 | Stoch10UP | Vol UP | CCI-OS,19,17.7,28.8,9.6,DN,100,-163.3,BELOW,NONE,NONE,BEARISH,23.9,1775,2130,1704,1894,1983,2072,4.0,6.7,1.68,14084,24999100,1000000,TRENDING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-3339536.562147136,-0.43736479901734615,-132963757.77056277,NO,12553616,22282668400.0,0.27,4564951583,46129260138,False,-0.8,13217016,2954664913,5244530220575.0,1597733054,0.42,0.27,RETAIL_DOMINANT,4564951583,reported,46129260138,81879432691712,0.03,NEUTRAL,5,0.0,TIDAK DIUJI,-2.03,0.59,18.34,-89.968
BMRI,Perbankan,4390,2.4,HINDARI,F,Macro_Defensive- | PER_Murah* | PBV_Murah | News_BULLISH*** | RSI36 | Vol UP,19,36.3,17.3,9.5,DN,82,-161.0,BELOW,NONE,NONE,BEARISH,9.2,4390,4750,4249,4626,4802,4979,3.2,5.4,1.69,7092,31133880,1000000,TRENDING,Bear,Bear,DISTRIBUTION,80,"VOL_SPIKE_DOWN, VPT_FALLING",-11516333.24827936,-0.36534768138590945,-971037039.0859141,YES,65747204,288630225560.0,0.17,37569831172,93333333331,False,-3.2,155840833,24354643058,106916883024620.0,13149440910,0.27,0.17,RETAIL_DOMINANT,37569831172,reported,93333333331,409733336924160,0.39,POSITIVE,4,0.0,TIDAK DIUJI,-2.03,0.59,37.87,-94.08
WIFI,Teknologi & Telco,2350,2.1,HINDARI,F,Macro_Defensive- | News_BEARISH--- | Pullback_EMA21** | Price>EMA21 | RSI50* | OBV+Trend,19,50.1,15.3,33.3,DN,65,-28.2,BELOW,CONTINUATION,NONE,BULLISH,20.4,2130,2530,2183,2629,2838,3047,7.1,11.9,1.68,5988,14071800,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,5878339.69441447,-0.10564584446440214,-57588903.78951454,NO,10621344,24960158400.0,0.5,2124268974,5308549015,False,0.0,24605210,1370153490,3219860701500.0,743494140,0.78,0.5,RETAIL_DOMINANT,2124268974,reported,5308549015,12475090075648,-0.15,NEGATIVE,5,0.0,TIDAK DIUJI,-2.03,0.59,51.23,20.567
ENRG,Energi & Tambang,1700,1.3,HINDARI,F,Macro_Defensive- | PBV_Mahal- | RSI48* | Vol UP | OBV+Trend | W+M**,18,48.2,23.9,14.9,DN,100,-39.0,BELOW,CONTINUATION,NONE,BEARISH,31.1,1500,2090,1533,1978,2187,2396,9.8,16.4,1.67,5988,10179600,1000000,TRENDING,Bull,Bull,NEUTRAL,50,"VPT_RISING, AD_FALLING",40925076.60185391,-0.06841080187390423,-1499632.429062605,NO,3040044,5168074800.0,0.55,548791976,26346230250,False,0.0,152002236,353674741,601247059700.0,192077191,0.86,0.55,RETAIL_DOMINANT,548791976,reported,26346230250,44788590051328,-0.15,NEGATIVE,2,0.0,TIDAK DIUJI,-2.03,0.59,49.19,52.505
DGNS,Kesehatan,266,1.3,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | RSI37 | OBV+Trend | W+M** | CCI-OS,18,37.2,15.5,14.8,DN,100,-133.5,BELOW,CONTINUATION,NONE,BEARISH,13.4,266,302,239,311,344,378,10.2,16.9,1.66,37037,9851842,1000000,RANGING,Bull,Bull,DISTRIBUTION,40,"VPT_RISING, VOL_SPIKE_DOWN, AD_FALLING",267864.4637724981,-0.09837538008168731,-2685037.4879506417,YES,789731,210068446.0,0.27,287175000,1250000000,False,-0.8,1138890,185874019,49442489054.0,100511250,0.42,0.27,RETAIL_DOMINANT,287175000,reported,1250000000,332500008960,-0.07,NEGATIVE,1,0.0,TIDAK DIUJI,-2.03,0.59,43.93,-5.833
LPCK,Properti & Real Estate,635,2.8,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | RSI44* | Stoch24UP | OBV+Trend,18,43.7,19.2,23.8,DN,100,-44.1,BELOW,CONTINUATION,NONE,BEARISH,18.8,595,705,585,719,782,844,7.9,13.2,1.67,20000,12700000,1000000,TRENDING,Bear,Bear,NEUTRAL,50,AD_FALLING,113590.3519857619,-0.03337021151325661,-202745.1948051937,NO,2824077,1793288895.0,0.5,564815426,5134685692,False,0.0,688603,364305950,231334278250.0,197685399,0.78,0.5,RETAIL_DOMINANT,564815426,reported,5134685692,3260525314048,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,42.44,-11.813
BRNA,Industri Dasar & Logam,660,2.4,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | News_BULLISH*** | ADX27 | MACD*,17,48.4,27.4,17.1,UP,100,-10.1,BELOW,CONTINUATION,NONE,BEARISH,19.8,635,790,583,789,885,982,11.7,19.5,1.67,12987,8571420,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VOL_SPIKE_STABLE, VPT_RISING, CMF_NEGATIVE, AD_FALLING",38961.49885088436,-0.19526605543727227,-955167.690838573,YES,1463328,965796480.0,0.5,292665770,979110000,False,0.0,173303,188769423,124587819180.0,102433019,0.78,0.5,RETAIL_DOMINANT,292665770,reported,979110000,646212616192,0.2,POSITIVE,3,0.0,TIDAK DIUJI,-2.03,0.59,51.67,6.825
RALS,Consumer & Retail,442,2.6,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | MACD* | RSI46*,17,46.0,20.0,41.2,UP,97,18.8,BELOW,CONTINUATION,NONE,BEARISH,9.9,414,460,427,466,485,503,3.4,5.4,1.59,66666,29466372,1000000,TRENDING,Bear,Bull,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-373990.6978706359,-0.35124329246585895,-12329324.285714284,NO,3703866,1637108772.0,0.22,1646162872,5931263500,False,-1.8,6949480,1066302001,471305484442.0,576157005,0.35,0.22,RETAIL_DOMINANT,1646162872,reported,5931263500,2621618520064,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,50.09,-3.45
ASII,Konglomerat & Investasi,5975,1.6,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | News_BULLISH*** | RSI43*,16,42.6,11.9,0.0,DN,74,-117.5,BELOW,CONTINUATION,NONE,BEARISH,10.3,5900,6600,5709,6418,6751,7083,4.5,7.4,1.64,3759,22460025,1000000,RANGING,Bear,Bull,DISTRIBUTION,60,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",790075.9469031766,-0.2936006964677471,-174143984.84126973,NO,40396989,241372009275.0,0.22,17954217488,40213715340,False,-1.8,37633440,11629844379,69488320164525.0,6283976120,0.35,0.22,RETAIL_DOMINANT,17954217488,reported,40213715340,240276962541568,0.24,POSITIVE,2,0.0,TIDAK DIUJI,-2.03,0.59,44.45,-22.954
LPPF,Consumer & Retail,1630,0.9,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | RSI47* | Stoch25UP,16,46.7,22.6,25.3,DN,100,-32.0,BELOW,CONTINUATION,NONE,BEARISH,10.9,1585,1720,1588,1701,1753,1806,2.6,4.4,1.69,23809,38808670,1000000,RANGING,Bull,Bull,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-360223.7191001852,-0.05771646638775317,-5999883.398268126,NO,69798,113770740.0,0.01,1057066746,1395970,False,-0.8,6123160,687023587,1119848446810.0,369973361,0.01,0.01,RETAIL_DOMINANT,1057066746,reported,1395970,1907461193728,-0.06,NEGATIVE,5,0.0,TIDAK DIUJI,-2.03,0.59,42.47,3.983
PPRO,Properti & Real Estate,21,2.5,HINDARI,LOW_LIQ,Macro_Defensive- | ADX31X | RSI33 | Stoch17UP | Vol UP | OBV+Trend,16,33.2,30.7,16.7,DN,100,-168.6,BELOW,NONE,NONE,BEARISH,34.5,21,28,19,24,26,28,9.5,14.3,1.51,500000,10500000,1000000,TRENDING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-18711533.240643404,-0.07991806820391131,-69924300.0,NO,59434069,1248115449.0,0.27,21612388941,61675671883,False,-0.8,61669176,13988618743,293760993603.0,7564336129,0.42,0.27,RETAIL_DOMINANT,21612388941,reported,61675671883,1295189147648,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,33.23,-2.033
KIJA,Properti & Real Estate,180,2.4,HINDARI,F,Macro_Defensive- | PER_Murah* | PBV_Murah | MACD+OBV** | RSI43* | OBV+Trend,16,43.2,22.4,13.0,UP,100,-42.7,BELOW,CONTINUATION,NONE,BEARISH,13.2,174,202,168,200,216,231,6.7,11.1,1.66,83333,14999940,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",30840371.54926753,-0.11419853399666183,-351868908.0097556,NO,1957657,352378260.0,0.27,711875483,711956815,False,-0.8,113407786,460761407,82937053260.0,249156419,0.42,0.27,RETAIL_DOMINANT,711875483,reported,711956815,3743429427200,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,49.27,-0.431
MKPI,Properti & Real Estate,22300,3.2,HINDARI,LOW_LIQ,Macro_Defensive- | ADX78XX | RSI40* | Stoch40UP | OBV+Trend | Entry*,16,40.4,78.1,40.0,DN,100,-91.4,BELOW,CONTINUATION,NONE,BEARISH,7.1,22025,23525,21615,23442,24299,25156,3.1,5.1,1.65,1459,32535700,1000000,RANGING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, AD_RISING",1064.30666726537,-0.004534300180320414,40006.87984561897,NO,1146869,25575178700.0,0.7,163838441,948194000,False,0.8,42853,105348118,2349263031400.0,57343454,1.09,0.7,RETAIL_DOMINANT,163838441,reported,948194000,21144725880832,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,39.93,-289.209
BBCA,Perbankan,5850,1.6,HINDARI,F,Macro_Defensive- | PER_Murah* | ADX30X | Stoch5UP | Vol UP | CCI-OS,15,29.4,30.1,5.0,DN,92,-176.0,BELOW,NONE,NONE,BEARISH,16.7,5850,6750,5652,6180,6428,6675,3.4,5.6,1.65,5050,29542500,1000000,RANGING,Bear,Bear,DISTRIBUTION,80,"VOL_SPIKE_DOWN, VPT_FALLING",-35432246.888387844,-0.4603433540948239,-1384041117.9365077,YES,84417820,493844247000.0,0.17,48238754535,123013033200,False,-3.2,161604150,31270772628,182934019873800.0,16883564087,0.27,0.17,RETAIL_DOMINANT,48238754535,reported,123013033200,719626199629824,-0.07,NEGATIVE,4,0.0,TIDAK DIUJI,-2.03,0.59,32.18,-168.618
SMBR,Industri Dasar & Logam,216,3.7,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | MACD+OBV** | RSI42*,14,42.1,23.6,18.8,UP,100,-77.5,BELOW,CONTINUATION,BULLISH_DIV,BEARISH,12.8,214,238,202,239,256,274,6.5,10.6,1.63,71428,15428448,1000000,TRENDING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, AD_RISING",1601369.709041402,0.06382904890144361,9260802.777777731,NO,16755490,3619185840.0,0.7,2393641450,9932534336,False,0.8,5058056,1539111453,332448073848.0,837774507,1.09,0.7,RETAIL_DOMINANT,2393641450,reported,9932534336,2145427521536,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,46.4,-2.912
BBRI,Perbankan,2990,2.1,HINDARI,F,Macro_Defensive- | PER_Murah* | PBV_Murah | ADX29 | RSI33 | Vol UP,14,32.9,28.7,3.1,DN,72,-143.0,BELOW,NONE,NONE,BEARISH,10.1,2990,3270,2900,3141,3254,3367,3.0,5.1,1.7,11111,33221890,1000000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, AD_FALLING",-11267911.785601225,-0.38789514190667396,-1932068950.7575788,NO,157338637,470442524630.0,0.22,69928283455,151559001603,False,-1.8,269828843,45296045609,135435176370910.0,24474899209,0.35,0.22,RETAIL_DOMINANT,69928283455,reported,151559001603,453161395421184,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,37.8,-59.093
BVIC,Perbankan,105,2.2,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | RSI43* | Stoch25UP | CCI-OS,14,42.5,18.5,25.0,DN,100,-118.2,BELOW,CONTINUATION,NONE,BEARISH,8.8,104,112,101,112,118,124,3.8,6.7,1.76,250000,26250000,1000000,RANGING,Bear,Bear,NEUTRAL,50,"AD_RISING, VPT_FALLING",-64574.355004519224,0.014152231106747827,48036.190476194024,NO,21077340,2213120700.0,0.5,4215468193,18419418828,False,0.0,2106506,2718976986,285492583530.0,1475413867,0.78,0.5,RETAIL_DOMINANT,4215468193,reported,18419418828,1934039056384,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,44.34,-1.164
SIDO,Consumer & Retail,500,3.7,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | MACD+OBV** | RSI48* | Vol+OBV*,14,48.3,21.2,32.7,UP,69,117.7,BELOW,CONTINUATION,NONE,BEARISH,3.5,495,515,488,521,536,551,2.4,4.2,1.75,83333,41666500,1000000,RANGING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, AD_RISING",412389.64082252706,0.22447871644744768,49064893.18181817,NO,42977158,21488579000.0,0.7,6139594016,29435200000,False,0.8,11282490,3947758953,1973879476500.0,2148857905,1.09,0.7,RETAIL_DOMINANT,6139594016,reported,29435200000,14717599875072,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,61.33,-0.13
MIKA,Kesehatan,1925,1.7,HINDARI,LOW_LIQ,Macro_Defensive- | News_BULLISH*** | ADX26 | Stoch6UP | Vol UP | CCI-OS,14,28.5,26.4,6.3,DN,66,-218.8,BELOW,NONE,NONE,BEARISH,12.3,1925,2180,1849,2051,2146,2241,3.9,6.5,1.67,13157,25327225,1000000,RANGING,Bear,Bear,DISTRIBUTION,80,"VPT_FALLING, CMF_NEGATIVE",-224335.1900653867,-0.2289129527232216,-6527073.535353541,NO,8282983,15944742275.0,0.17,4733133179,13907481500,False,-3.2,1832586,3068253584,5906388149200.0,1656596612,0.27,0.17,RETAIL_DOMINANT,4733133179,reported,13907481500,26771902693376,0.42,POSITIVE,2,0.0,TIDAK DIUJI,-2.03,0.59,29.6,-41.719
MBMA,Energi & Tambang,675,0.8,HINDARI,F,Macro_Defensive- | PBV_Mahal- | News_BULLISH*** | RSI43* | Vol UP | CCI-OS,13,43.1,11.9,25.9,DN,89,-134.2,BELOW,CONTINUATION,NONE,BEARISH,17.2,660,780,624,760,824,887,7.6,12.6,1.66,19607,13234725,1000000,RANGING,Bear,Bull,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-4656619.055644453,-0.27032230555438613,-693897146.9047611,NO,28782129,19427937075.0,0.22,12792057487,107995419900,False,-1.8,155368816,8286055238,5593087285650.0,4477220120,0.35,0.22,RETAIL_DOMINANT,12792057487,reported,107995419900,72896911245312,0.34,POSITIVE,4,0.0,TIDAK DIUJI,-2.03,0.59,45.39,-11.253
TPMA,Infrastruktur & Konstruksi,535,1.3,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Mahal- | News_BULLISH*** | Stoch18UP | Vol UP,13,18.4,21.7,17.6,DN,93,-367.0,BELOW,NONE,NONE,BEARISH,9.6,535,600,518,564,586,607,3.2,5.4,1.69,58823,31470305,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-2907130.834894889,-0.09832823037891945,-19733299.999999993,NO,2857288,1528649080.0,0.27,1039014037,3496480134,False,-0.8,7188346,672501837,359788482795.0,363654912,0.42,0.27,RETAIL_DOMINANT,1039014037,reported,3496480134,1870616985600,0.23,POSITIVE,1,0.0,TIDAK DIUJI,-2.03,0.59,33.34,-4.548
ABMM,Konglomerat & Investasi,2950,1.3,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | News_BULLISH*** | RSI41*,13,41.3,18.7,23.1,DN,94,-183.0,BELOW,CONTINUATION,NONE,BEARISH,5.8,2950,3110,2853,3112,3234,3355,3.3,5.5,1.67,10309,30411550,1000000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-40398.21743036626,-0.20218646093257092,-4120118.192004077,NO,615807,1816630650.0,0.22,273692133,2753165000,False,-1.8,1552143,177284080,522988036000.0,95792246,0.35,0.22,RETAIL_DOMINANT,273692133,reported,2753165000,8121837158400,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,47.5,6.004
