Ticker,Sektor,Harga,Skor,Sinyal,Strength,Konfirmasi,Confidence%,RSI,ADX,Stoch,MACD,Volume,CCI,VWAP_Signal,Pattern,Divergence,Ichimoku,BB_Width%,Support,Resistance,Stop_Loss,Target_1,Target_2,Target_3,Risk%,Reward%,RRR,Position_Shares,Position_IDR,Risk_Amount,Regime,Weekly_Trend,Monthly_Trend,MM_Activity,MM_Confidence,MM_Signals,VPT_Trend,CMF_Signal,AD_Trend,Volume_Spike,MM_Shares,MM_Value_IDR,MM_Float_Pct,MM_Float_Shares,MM_Shares_Outstanding,MM_Float_Estimated,MM_Intensity,MM_Volume_Base,Retail_Shares,Retail_Value_IDR,Institutional_Shares,MM_vs_Retail_Ratio,MM_vs_Float_Ratio,Dominance,Float_Shares,Float_Source,Shares_Outstanding,Market_Cap_IDR,Sentiment_Score,Sentiment_Label,News_Count,AI_Win_Prob%,AI_Verdict,IHSG_Change,USD_Change,RSI_1d,MACD_1d
BELI,Teknologi & Telco,372,0.3,HINDARI,LOW_LIQ,Macro_Defensive- | PBV_Mahal- | News_BULLISH*** | RSI32 | Stoch2UP | CCI-OS,1,31.8,18.4,2.4,DN,100,-128.9,BELOW,NONE,NONE,BEARISH,23.0,372,448,354,401,423,445,4.8,7.8,1.62,55555,20666460,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-231601.5880060044,-0.0635828625235405,-3390053.3333333433,NO,85449928,31787373216.0,0.27,31072701101,135842883189,False,-0.8,1001356,20111805788,7481591753136.0,10875445385,0.42,0.27,RETAIL_DOMINANT,31072701101,reported,135842883189,50533553405952,0.0,NEUTRAL,2,0.0,TIDAK DIUJI,-2.03,0.59,31.77,-12.747
CPIN,Consumer & Retail,4010,0.2,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | RSI40* | Vol UP | CCI-OS,1,40.1,22.4,7.0,DN,84,-127.6,BELOW,CONTINUATION,NONE,BEARISH,14.7,4010,4530,3857,4265,4457,4649,3.8,6.4,1.68,6535,26205350,1000000,RANGING,Bear,Bear,NEUTRAL,50,"AD_RISING, VWAP_BELOW_DELTA_NEG",317192.3539007008,0.29082606616293377,23826755.049395047,NO,36457673,146195268730.0,0.5,7291534680,16398000000,False,0.0,8491583,4703039869,18859189874690.0,2552037138,0.78,0.5,RETAIL_DOMINANT,7291534680,reported,16398000000,65755978661888,0.0,NEUTRAL,2,0.0,TIDAK DIUJI,-2.03,0.59,44.03,6.435
GIAA,Transportasi & Logistik,68,0.2,HINDARI,F,Macro_Defensive- | Sector_COLD- | RSI40 | Stoch14UP | OBV+Trend | CCI-OS,1,39.8,13.5,14.3,DN,100,-119.0,BELOW,CONTINUATION,NONE,BEARISH,12.8,68,76,63,76,83,89,7.4,11.8,1.59,200000,13600000,1000000,TRENDING,Bear,Bear,NEUTRAL,50,AD_FALLING,26932301.620325536,-0.17625250037554566,-428865224.76190424,NO,32343435,2199353580.0,0.5,6468687174,25886576253,False,0.0,251929140,4172303229,283716619572.0,2264040510,0.78,0.5,RETAIL_DOMINANT,6468687174,reported,25886576253,27682236530688,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,41.67,-1.459
ISSP,Industri Dasar & Logam,438,-0.7,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Vol UP | CCI-OS,0,28.3,17.6,0.0,DN,100,-227.9,BELOW,CONTINUATION,NONE,BEARISH,11.4,438,490,422,464,484,503,3.7,5.9,1.59,62500,27375000,1000000,RANGING,Bear,Bull,DISTRIBUTION,40,"AD_RISING, VOL_SPIKE_DOWN, VPT_FALLING",-242207.81777941762,0.02357980244548195,1666511.42857143,YES,6240787,2733464706.0,0.27,2269377305,7051478435,False,-0.8,1006506,1468854462,643358254356.0,794282056,0.42,0.27,RETAIL_DOMINANT,2269377305,reported,7051478435,3088547577856,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,35.14,-4.468
KRAS,Industri Dasar & Logam,290,-0.1,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | News_BEARISH--- | MACD+OBV**,0,41.5,15.7,33.3,UP,100,-74.0,BELOW,CONTINUATION,NONE,BEARISH,9.8,286,314,274,317,338,358,5.5,9.3,1.69,62500,18125000,1000000,RANGING,Bear,Bull,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-721610.5422725827,-0.2760742425287392,-68849323.46153843,NO,8705878,2524704620.0,0.22,3869279380,19346396899,False,-1.8,12582676,2506325719,726834458510.0,1354247783,0.35,0.22,RETAIL_DOMINANT,3869279380,reported,19346396899,5610455171072,-0.18,NEGATIVE,2,0.0,TIDAK DIUJI,-2.03,0.59,51.7,-2.064
UNVR,Consumer & Retail,1535,-0.8,HINDARI,F,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | ADX26 | Stoch11UP | Vol UP,0,29.1,25.6,11.4,DN,88,-119.0,BELOW,CONTINUATION,NONE,BEARISH,35.2,1485,1955,1449,1678,1785,1892,5.6,9.3,1.66,11627,17847445,1000000,TRENDING,Bear,Bear,DISTRIBUTION,80,"VOL_SPIKE_DOWN, VPT_FALLING",-7375708.937447663,-0.5094180100944244,-234966633.54100144,YES,9724809,14927581815.0,0.17,5557034244,37981233300,False,-3.2,22557366,3602347450,5529603335750.0,1944961985,0.27,0.17,RETAIL_DOMINANT,5557034244,reported,37981233300,58301194698752,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,30.98,-116.2
LPKR,Konglomerat & Investasi,82,-0.2,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RSI44* | KC-LO,-1,44.4,16.3,12.5,DN,100,-36.2,BELOW,CONTINUATION,NONE,BEARISH,26.6,75,93,76,92,100,107,7.3,12.2,1.67,166666,13666612,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,27481728.53780961,-0.049352538488771185,-5372059.523808956,NO,169113280,13867288960.0,0.5,33822656039,70877317769,False,0.0,106005403,21815613146,1788880277972.0,11837929613,0.78,0.5,RETAIL_DOMINANT,33822656039,reported,70877317769,5811940098048,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,47.17,-0.196
STTP,Consumer & Retail,9650,-1.0,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | RSI42* | Vol UP | KC-LO,-1,42.1,9.4,0.0,DN,100,-87.9,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,8.5,9550,10200,9422,10029,10314,10599,2.4,3.9,1.62,4385,42315250,1000000,RANGING,Bear,Bear,DISTRIBUTION,80,"VPT_FALLING, CMF_NEGATIVE",-75.67997969859493,-0.24217206741478584,-2294.3722943722896,NO,473607,4570307550.0,0.17,270632900,1310000000,False,-3.2,410,175437778,1692974557700.0,94721515,0.27,0.17,RETAIL_DOMINANT,270632900,reported,1310000000,12641500135424,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,53.2,64.452
BIRD,Transportasi & Logistik,1545,-0.9,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | News_BEARISH--- | ADX33X,-1,29.5,32.8,10.0,DN,100,-295.5,BELOW,NONE,NONE,BEARISH,6.4,1545,1665,1504,1613,1663,1714,2.7,4.4,1.63,24390,37682550,1000000,RANGING,Bear,Bear,DISTRIBUTION,90,"VOL_SPIKE_DOWN, VPT_FALLING",-601725.882987678,-0.36263591415307594,-9786971.269841269,YES,935923,1446001035.0,0.15,623948677,2502100000,False,-4.5,1227500,404630718,625154459310.0,218382036,0.23,0.15,RETAIL_DOMINANT,623948677,reported,2502100000,3865744506880,-0.3,NEGATIVE,5,0.0,TIDAK DIUJI,-2.03,0.59,47.83,-10.038
STRK,Pantauan Khusus (High Volatility),108,1.2,HINDARI,LOW_LIQ,Macro_Defensive- | PBV_Mahal- | MACD+OBV** | RSI39 | OBV+Trend | KC-LO,-1,39.2,22.3,4.5,UP,100,-33.0,BELOW,CONTINUATION,NONE,BEARISH,33.5,94,123,100,121,131,141,7.4,12.0,1.62,125000,13500000,1000000,TRENDING,Bear,Bear,ACCUMULATION,40,"CMF_POSITIVE, AD_RISING",11855474.38423679,0.23236188844811365,71293724.6978022,NO,28619152,3090868416.0,0.7,4088450337,10721835562,False,0.8,11144600,2628873568,283918345344.0,1430957617,1.09,0.7,RETAIL_DOMINANT,4088450337,reported,10721835562,1157958336512,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,43.16,-2.105
BRMS,Energi & Tambang,805,-0.2,HINDARI,F,Macro_Defensive- | PBV_Mahal- | RSI44* | Stoch17UP | KC-LO,-1,44.2,16.2,16.7,DN,88,-66.5,BELOW,CONTINUATION,NONE,BEARISH,22.0,735,905,741,911,990,1070,8.0,13.2,1.65,15625,12578125,1000000,RANGING,Bear,Bull,NEUTRAL,50,AD_FALLING,114236220.87241918,-0.013483974781891886,-156288490.41125536,NO,123897983,99737876315.0,0.5,24779596730,25570150644,False,0.0,401877546,15982839892,12866186113060.0,8672858855,0.78,0.5,RETAIL_DOMINANT,24779596730,reported,25570150644,114136155422720,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,46.23,-4.343
BIRD,Transportasi & Logistik,1545,-0.9,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | News_BEARISH--- | ADX33X,-1,29.5,32.8,10.0,DN,100,-295.5,BELOW,NONE,NONE,BEARISH,6.4,1545,1665,1504,1613,1663,1714,2.7,4.4,1.63,24390,37682550,1000000,RANGING,Bear,Bear,DISTRIBUTION,90,"VOL_SPIKE_DOWN, VPT_FALLING",-601725.882987678,-0.36263591415307594,-9786971.269841269,YES,935923,1446001035.0,0.15,623948677,2502100000,False,-4.5,1227500,404630718,625154459310.0,218382036,0.23,0.15,RETAIL_DOMINANT,623948677,reported,2502100000,3865744506880,-0.3,NEGATIVE,5,0.0,TIDAK DIUJI,-2.03,0.59,47.83,-10.038
SILO,Kesehatan,2500,-0.3,HINDARI,LOW_LIQ,Macro_Defensive- | ADX29 | RSI37 | BullDiv | KC-LO | MM_DIST*,-2,37.0,29.5,8.0,DN,99,-89.1,BELOW,CONTINUATION,BULLISH_DIV,BEARISH,15.0,2480,2760,2413,2645,2754,2863,3.5,5.8,1.66,11494,28735000,1000000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-124755.1373871197,-0.19177887717865116,-2472003.311688315,NO,2843581,7108952500.0,0.22,1263813989,12987503744,False,-1.8,571146,818635512,2046588780000.0,442334896,0.35,0.22,RETAIL_DOMINANT,1263813989,reported,12987503744,32468759478272,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,38.66,-55.537
HOKI,Consumer & Retail,66,-0.7,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | RSI42* | OBV+Trend | KC-LO,-4,42.0,15.0,12.5,DN,100,-71.5,BELOW,CONTINUATION,NONE,BEARISH,9.3,65,71,63,71,75,79,4.5,7.6,1.69,333333,21999978,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,5500872.604828909,-0.026889429328035015,-4301726.666666627,NO,14798251,976684566.0,0.5,2959650325,9677752680,False,0.0,26611290,1908974461,125992314426.0,1035877613,0.78,0.5,RETAIL_DOMINANT,2959650325,reported,9677752680,638731681792,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,45.54,-0.414
WIKA,Infrastruktur & Konstruksi,204,-0.7,HINDARI,LOW_LIQ,Macro_Defensive- | PBV_Murah | Entry* | KC-LO,-4,100.0,0.0,,DN,100,0.0,BELOW,NONE,NONE,BEARISH,0.0,204,204,204,204,204,204,0.0,0.0,0.0,0,0,0,RANGING,Bear,Bear,NEUTRAL,50,NEUTRAL,0.0,0.0,0.0,NO,14018982,2859872328.0,0.5,2803796498,39871963858,False,0.0,0,1808448742,368923543368.0,981328774,0.78,0.5,RETAIL_DOMINANT,2803796498,reported,39871963858,8133880578048,0.09,POSITIVE,3,0.0,TIDAK DIUJI,-2.03,0.59,100.0,0.0
MAPA,Consumer & Retail,610,-0.8,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | RSI40 | CCI-OS | KC-LO,-5,39.7,15.2,5.6,DN,100,-152.7,BELOW,CONTINUATION,NONE,BEARISH,13.6,610,710,574,669,714,758,5.9,9.7,1.64,27777,16943970,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,2546005.7604327574,0.04592172505299628,-15367701.666666664,NO,43749364,26687112040.0,0.5,8749872880,28504000000,False,0.0,27842693,5643668008,3442637484880.0,3062455508,0.78,0.5,RETAIL_DOMINANT,8749872880,reported,28504000000,17387440046080,-0.03,NEUTRAL,4,0.0,TIDAK DIUJI,-2.03,0.59,44.42,-4.969
AMRT,Consumer & Retail,1320,-1.2,HINDARI,F,Macro_Defensive- | Sector_COLD- | RSI34 | Vol UP | CCI-OS | KC-LO,-8,33.5,17.6,5.7,DN,83,-159.1,BELOW,NONE,NONE,BEARISH,18.3,1320,1540,1245,1445,1539,1633,5.7,9.5,1.67,13333,17599560,1000000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, AD_FALLING",-1332535.846211508,-0.04268878724562422,-7126509.126984239,NO,42727466,56400255120.0,0.22,18989985117,41140662600,False,-1.8,37890363,12300762861,16237006976520.0,6646494790,0.35,0.22,RETAIL_DOMINANT,18989985117,reported,41140662600,54305675542528,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,36.59,-45.429
WSKT,Infrastruktur & Konstruksi,202,-1.2,HINDARI,LOW_LIQ,Macro_Defensive- | Entry* | KC-LO,-8,100.0,0.0,,DN,100,0.0,BELOW,NONE,NONE,BEARISH,0.0,202,202,202,202,202,202,0.0,0.0,0.0,0,0,0,RANGING,Bear,Bear,NEUTRAL,50,NEUTRAL,0.0,0.0,0.0,NO,36008508,7273718616.0,0.5,7201701753,28806807015,True,0.0,0,4645097632,938309721664.0,2520595613,0.78,0.5,RETAIL_DOMINANT,7201701753,proxy,28806807015,5818974994432,-0.16,NEGATIVE,2,0.0,TIDAK DIUJI,-2.03,0.59,100.0,0.0
TPIA,Konglomerat & Investasi,5300,-1.7,HINDARI,F,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RSI42* | OBV+Trend | KC-LO,-11,42.1,22.8,16.7,DN,91,-39.9,BELOW,CONTINUATION,NONE,BEARISH,57.2,3990,6550,4785,6159,6803,7447,9.7,16.2,1.67,1941,10287300,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_RISING,16509371.390947845,-0.05196590572983787,1873387.8271292,NO,46175785,244731660500.0,0.5,9235157014,86503906092,False,0.0,14523440,5956676275,31570384257500.0,3232304954,0.78,0.5,RETAIL_DOMINANT,9235157014,reported,86503906092,458470713196544,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,42.13,35.135
LEAD,Infrastruktur & Konstruksi,136,-1.7,HINDARI,LOW_LIQ,Macro_Defensive- | PBV_Mahal- | News_BEARISH--- | RSI45* | OBV+Trend | KC-LO,-11,45.2,15.4,2.9,DN,100,-69.9,BELOW,CONTINUATION,NONE,BEARISH,26.0,131,168,121,161,179,198,11.0,18.4,1.67,66666,9066576,1000000,RANGING,Bear,Bull,NEUTRAL,50,AD_FALLING,20012678.72349453,-0.04796623685263851,-82918974.40476179,NO,10381893,1411937448.0,0.5,2076378638,5799616328,False,0.0,60324660,1339264222,182139934192.0,726732523,0.78,0.5,RETAIL_DOMINANT,2076378638,reported,5799616328,788747845632,-0.15,NEGATIVE,5,0.0,TIDAK DIUJI,-2.03,0.59,51.07,0.254
CLEO,Consumer & Retail,390,-2.2,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | RSI38 | CCI-OS | KC-LO | MM_DIST*,-14,37.7,18.5,6.2,DN,100,-135.8,BELOW,CONTINUATION,NONE,BEARISH,6.6,390,414,380,407,420,432,2.6,4.4,1.69,100000,39000000,1000000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, AD_FALLING",-331014.7953316448,-0.25789824345317264,-30695899.99999994,NO,11742300,4579497000.0,0.22,5218800000,24000000000,False,-1.8,5608910,3380477700,1318386303000.0,1826580000,0.35,0.22,RETAIL_DOMINANT,5218800000,reported,24000000000,9360000417792,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,37.69,-3.092
BNLI,Konglomerat & Investasi,3000,-0.8,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | RSI40* | OBV+Trend | KC-LO | MM_ACCUM,-15,40.4,24.8,16.3,DN,100,-75.8,BELOW,CONTINUATION,NONE,BEARISH,25.4,2800,3400,2783,3362,3634,3906,7.2,12.1,1.68,4608,13824000,1000000,RANGING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, AD_RISING",21498.133863654344,0.027771099195645906,3721.9995745000197,NO,187419,562257000.0,0.7,26774171,26880234,False,0.8,76856,17215793,51647379000.0,9370959,1.09,0.7,RETAIL_DOMINANT,26774171,reported,26880234,108543931842560,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,43.94,-8.149
SCMA,Konglomerat & Investasi,250,-3.2,HINDARI,F,Macro_Defensive- | Sector_COLD- | News_BEARISH--- | RSI39 | CCI-OS | KC-LO,-21,39.3,17.7,8.8,DN,89,-121.9,BELOW,CONTINUATION,NONE,BEARISH,23.4,250,308,232,280,303,326,7.2,12.0,1.67,55555,13888750,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",5387806.644284014,-0.11030543935847223,-146170829.92785,NO,11475458,2868864500.0,0.27,4172894053,63504703280,False,-0.8,101687916,2700905677,675226419250.0,1460512918,0.42,0.27,RETAIL_DOMINANT,4172894053,reported,63504703280,15876175691776,-0.6,NEGATIVE,5,0.0,TIDAK DIUJI,-2.03,0.59,41.6,-2.39
