Ticker,Sektor,Harga,Skor,Sinyal,Strength,Konfirmasi,Confidence%,Tech_Score,Fund_Score,RS_Score,Sent_Score,RSI,ADX,Stoch,MACD,Volume,CCI,VWAP_Signal,Pattern,Divergence,Ichimoku,BB_Width%,Support,Resistance,Stop_Loss,Target_1,Target_2,Target_3,Risk%,Reward%,RRR,Position_Shares,Position_IDR,Risk_Amount,Regime,Weekly_Trend,Monthly_Trend,MM_Activity,MM_Confidence,MM_Signals,VPT_Trend,CMF_Signal,AD_Trend,Volume_Spike,MM_Shares,MM_Value_IDR,MM_Float_Pct,MM_Float_Shares,MM_Shares_Outstanding,MM_Float_Estimated,MM_Intensity,MM_Volume_Base,Retail_Shares,Retail_Value_IDR,Institutional_Shares,MM_vs_Retail_Ratio,MM_vs_Float_Ratio,Dominance,Float_Shares,Float_Source,Shares_Outstanding,Market_Cap_IDR,Sentiment_Score,Sentiment_Label,News_Count,AI_Win_Prob%,AI_Verdict,IHSG_Change,USD_Change,RSI_1d,MACD_1d,Foreign_Status,Net_Foreign_5d,Saran_Lot,Broksum_Status,Broksum_Net_Vol
ADES,Consumer & Retail,20050,9.0,HINDARI,LOW_LIQ,Overbought- | PER_Murah* | EMA+HMA** | Broksum_ACCUM***,31,70,15,0,15,78.9,52.6,67.3,UP,100,262.2,ABOVE,CONTINUATION,NONE,BULLISH,26.8,16200,20375,18744,21791,23097,24403,6.5,8.7,1.34,76,1523800,100000,HIGH_VOLATILITY,Bull,Bull,ACCUMULATION,60,"VPT_RISING, AD_RISING",45395.23599557377,0.008874043317419377,70782.60168802699,YES,407925,8178896250.0,0.8,50990679,589896800,False,1.8,65993,32736017,656357140850.0,17846737,1.25,0.8,RETAIL_DOMINANT,50990679,reported,589896800,11709452386304,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,83.86,708.545,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
TAPG,Agrikultur,2100,9.2,TUNGGU,E,PER_Murah* | EMA+HMA** | Broksum_ACCUM***,31,55,25,0,30,65.6,37.6,62.3,UP,100,131.3,ABOVE,CONTINUATION,NONE,BULLISH,22.8,1725,2100,1979,2301,2453,2604,5.8,9.6,1.66,826,1734600,100000,TRENDING,Bull,Bull,ACCUMULATION,60,"VPT_RISING, AD_RISING",5793691.71987503,-0.0309122977302081,18212267.37536972,NO,26907338,56505409800.0,0.8,3363417327,19852540000,False,1.8,27698786,2159313925,4534559242500.0,1177196064,1.25,0.8,RETAIL_DOMINANT,3363417327,reported,19852540000,40896233996288,0.13,POSITIVE,3,65.0,ULTRA BUY,0.0,0.0,65.11,88.364,NEUTRAL,0.0,23.8% Modal (Beli ±11 Lot),BIG_ACCUMULATION,15000
HAIS,Transportasi & Logistik,192,6.7,HINDARI,LOW_LIQ,Sector_COLD- | PER_Murah* | PBV_Murah | News_BULLISH*** | Broksum_ACCUM***,30,35,50,0,30,37.8,36.0,14.3,DN,100,-152.9,BELOW,NONE,NONE,BEARISH,5.5,192,202,186,202,210,217,3.1,5.2,1.68,16666,3199872,100000,RANGING,Bear,Bear,NEUTRAL,50,"AD_RISING, VPT_FALLING",-166028.80989167746,-0.0014075697317663678,934772.8571428508,NO,2624149,503836608.0,0.5,524829800,2626250000,False,0.0,2166843,338515221,64994922432.0,183690430,0.78,0.5,RETAIL_DOMINANT,524829800,reported,2626250000,506866237440,0.41,POSITIVE,5,0.0,TIDAK DIUJI,0.0,0.0,44.93,-1.742,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
BDMN,Perbankan,4240,12.0,HINDARI,F,PER_Murah* | PBV_Murah | EMA+HMA** | Broksum_ACCUM***,29,40,50,0,15,75.8,44.3,76.1,UP,100,116.7,ABOVE,CONTINUATION,NONE,BULLISH,97.4,2411,4290,3834,4781,5187,5593,9.6,12.8,1.33,246,1043040,100000,HIGH_VOLATILITY,Bull,Bull,ACCUMULATION,60,"VPT_RISING, AD_RISING",31142288.863878496,0.07153953015443337,23273229.133680202,YES,10299566,43670159840.0,0.8,1287445760,22400000,False,1.8,10933530,826540178,3504530354720.0,450606016,1.25,0.8,RETAIL_DOMINANT,1287445760,reported,22400000,41537597603840,-0.06,NEGATIVE,5,0.0,TIDAK DIUJI,0.0,0.0,76.1,417.219,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
PTPP,Infrastruktur & Konstruksi,260,8.7,HINDARI,LOW_LIQ,PBV_Murah | Broksum_ACCUM***,27,60,25,0,0,41.9,35.0,30.8,UP,100,73.1,BELOW,REVERSAL,NONE,BEARISH,14.3,246,278,243,288,309,330,6.5,10.8,1.66,5882,1529320,100000,TRENDING,Bear,Bear,NEUTRAL,50,"VOL_SPIKE_STABLE, VPT_RISING, CMF_NEGATIVE, AD_FALLING",2457945.911712341,-0.3851091098090684,-85732179.6825397,YES,15104913,3927277380.0,0.5,3020982620,6185341454,False,0.0,9798156,1948533791,506618785660.0,1057343916,0.78,0.5,RETAIL_DOMINANT,3020982620,reported,6185341454,1571076702208,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,32.0,-14.315,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
BJBR,Perbankan,870,13.2,HINDARI,LOW_LIQ,PER_Murah* | PBV_Murah | Pullback_EMA21** | EMA* | Broksum_ACCUM***,27,35,50,0,15,62.7,35.3,72.7,UP,100,120.8,ABOVE,CONTINUATION,BEARISH_DIV,BULLISH,8.3,815,880,851,901,925,948,2.2,3.6,1.64,5263,4578810,100000,RANGING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, VWAP_ABOVE_DELTA_POS, AD_FALLING",349067.6945098354,-0.006957946221213707,-3757463.333333332,YES,17206137,14969339190.0,0.7,2458019674,3106729025,False,0.8,3955330,1580506652,1375040787240.0,860306885,1.09,0.7,RETAIL_DOMINANT,2458019674,reported,3106729025,9206262398976,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,65.74,12.401,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
PRDA,Kesehatan,2540,13.7,HINDARI,LOW_LIQ,Sector_COLD- | PER_Murah* | PBV_Murah | Wyckoff_Absorb*** | Pullback_EMA21** | EMA+HMA**,27,35,50,0,15,53.8,34.2,64.3,UP,100,50.7,ABOVE,CONTINUATION,NONE,BEARISH,4.5,2470,2570,2465,2665,2759,2853,3.0,4.9,1.63,1333,3385820,100000,RANGING,Bull,Bear,ACCUMULATION,80,"VOL_SPIKE_STABLE, VPT_RISING",3405.580453708404,0.034824800979948535,481671.4285714282,YES,2186098,5552688920.0,0.9,242899814,889775500,False,3.2,513760,155698782,395474906280.0,85014934,1.4,0.9,RETAIL_DOMINANT,242899814,reported,889775500,2313416343552,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,53.75,17.023,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
DMAS,Properti & Real Estate,141,10.5,HINDARI,LOW_LIQ,Overbought- | PER_Murah* | PBV_Murah | VOL_ANOMALY*** | EMA+HMA** | Broksum_ACCUM***,26,50,25,0,15,66.4,26.2,80.0,UP,100,129.8,ABOVE,CONTINUATION,BEARISH_DIV,BULLISH,7.4,132,141,137,147,152,156,2.8,4.3,1.54,25000,3525000,100000,RANGING,Bull,Bull,ACCUMULATION,80,"VPT_RISING, CMF_POSITIVE",9303378.284534764,0.2196453658379731,203145516.66666663,YES,76462929,10781272989.0,0.9,8495881044,48198111100,False,3.2,37248730,5445859750,767866224750.0,2973558365,1.4,0.9,RETAIL_DOMINANT,8495881044,reported,48198111100,7036924329984,0.09,POSITIVE,5,0.0,TIDAK DIUJI,0.0,0.0,56.51,0.937,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
BNGA,Perbankan,1670,7.5,HINDARI,F,PER_Murah* | PBV_Murah | News_BULLISH*** | Broksum_ACCUM***,26,15,50,0,45,47.9,16.0,24.2,DN,100,1.1,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,7.0,1634,1734,1636,1726,1768,1810,2.0,3.4,1.7,2941,4911470,100000,RANGING,Bull,Bear,ACCUMULATION,80,"VOL_SPIKE_STABLE, VPT_RISING",18754.232329072198,0.12564973761303994,14626205.67099547,YES,647116,1080683720.0,0.9,71901884,25285369776,False,3.2,5802943,46089109,76968812030.0,25165659,1.4,0.9,RETAIL_DOMINANT,71901884,reported,25285369776,41847288233984,0.37,POSITIVE,2,0.0,TIDAK DIUJI,0.0,0.0,55.51,16.653,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
AALI,Agrikultur,8100,12.7,HINDARI,F,PER_Murah* | PBV_Murah | News_BULLISH*** | EMA* | Broksum_ACCUM***,25,20,50,0,30,65.4,39.3,69.9,UP,100,66.0,ABOVE,CONTINUATION,BEARISH_DIV,BULLISH,14.0,7413,8350,7844,8526,8845,9165,3.2,5.3,1.66,390,3159000,100000,TRENDING,Bull,Bull,ACCUMULATION,60,"VPT_RISING, CMF_POSITIVE",321471.42858475546,0.14677636158795362,4623947.222222231,NO,3128003,25336824300.0,0.8,391000435,1924688333,False,1.8,1646080,251022280,2033280468000.0,136850152,1.25,0.8,RETAIL_DOMINANT,391000435,reported,1924688333,15926796746752,0.15,POSITIVE,2,0.0,TIDAK DIUJI,0.0,0.0,63.99,234.791,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
BPTR,Transportasi & Logistik,84,7.2,HINDARI,LOW_LIQ,Sector_COLD- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,24,35,50,0,0,49.7,39.3,36.8,DN,100,-4.2,BELOW,CONTINUATION,NONE,BEARISH,24.5,76,95,77,96,105,113,8.3,14.3,1.72,14285,1199940,100000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,9285983.841449428,-0.11449319405097198,-14020507.359307358,NO,3477986,292150824.0,0.5,695597220,3534000000,False,0.0,4107986,448660208,37687457472.0,243459026,0.78,0.5,RETAIL_DOMINANT,695597220,reported,3534000000,300390023168,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,51.19,0.729,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
BTPS,Perbankan,1000,7.0,HINDARI,LOW_LIQ,PER_Murah* | PBV_Murah | Broksum_ACCUM***,23,30,50,0,0,40.9,18.8,24.4,DN,84,-137.0,BELOW,CONTINUATION,NONE,BEARISH,6.8,985,1047,969,1052,1090,1129,3.1,5.2,1.68,3225,3225000,100000,RANGING,Bear,Bear,DISTRIBUTION,80,"VOL_SPIKE_DOWN, VPT_FALLING",-250963.22936915327,-0.14921749961417502,-11954024.047619045,YES,4043498,4043498000.0,0.17,2310570741,7703700000,False,-3.2,4757340,1497827484,1497827484000.0,808699759,0.27,0.17,RETAIL_DOMINANT,2310570741,reported,7703700000,7511107698688,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,42.05,-8.907,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
PEHA,Consumer & Retail,298,7.0,HINDARI,LOW_LIQ,PER_Murah* | PBV_Murah | Broksum_ACCUM***,23,30,50,0,0,49.7,20.1,31.2,DN,100,-172.4,BELOW,CONTINUATION,NONE,BULLISH,6.3,294,312,281,327,349,370,5.7,9.7,1.7,5882,1752836,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-35775.79454240203,-0.09461633070574077,-725549.5837495844,NO,756987,225582126.0,0.27,275268000,840000000,False,-0.8,401020,178167213,53093829474.0,96343800,0.42,0.27,RETAIL_DOMINANT,275268000,reported,840000000,248639995904,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,51.06,3.25,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
INTP,Industri Dasar & Logam,5200,9.5,HINDARI,LOW_LIQ,Sector_COLD- | PER_Murah* | PBV_Murah | Wyckoff_Absorb*** | Broksum_ACCUM***,23,30,50,0,0,40.9,18.5,22.7,UP,82,-59.2,BELOW,CONTINUATION,NONE,BEARISH,10.4,5025,5575,4985,5558,5826,6094,4.1,6.9,1.68,465,2418000,100000,TRENDING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",33367.26101802003,-0.11614526726012353,-2296958.528138526,NO,4618891,24018233200.0,0.5,923778357,3305110399,False,0.0,1274083,595837042,3098352618400.0,323322424,0.78,0.5,RETAIL_DOMINANT,923778357,reported,3305110399,16938690412544,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,40.89,-99.292,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
NELY,Transportasi & Logistik,310,4.0,HINDARI,LOW_LIQ,Sector_COLD- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,23,30,50,0,0,30.1,20.5,15.6,DN,100,-218.1,BELOW,NONE,NONE,BEARISH,13.6,310,352,285,352,383,414,8.1,13.5,1.67,4000,1240000,100000,TRENDING,Bear,Bear,NEUTRAL,50,"AD_RISING, VPT_FALLING",-9648.759380016476,0.034771650398957916,716985.1612439849,NO,250157,77548670.0,0.5,50031500,2350000000,False,0.0,761270,32270318,10003798580.0,17511025,0.78,0.5,RETAIL_DOMINANT,50031500,reported,2350000000,719100051456,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,34.6,-10.248,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
ASSA,Transportasi & Logistik,805,6.2,HINDARI,LOW_LIQ,Sector_COLD- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,23,50,25,0,0,31.7,36.3,11.5,UP,89,-143.2,BELOW,CONTINUATION,NONE,BEARISH,15.0,805,915,759,881,939,996,5.7,9.4,1.65,2173,1749265,100000,TRENDING,Bear,Bear,DISTRIBUTION,40,"AD_RISING, VPT_FALLING, VWAP_BELOW_DELTA_NEG",-338496.0958193755,0.048528001435583515,12812240.476190478,NO,2735594,2202153170.0,0.27,994761561,3691137517,False,-0.8,7299430,643859421,518306833905.0,348166546,0.42,0.27,RETAIL_DOMINANT,994761561,reported,3691137517,2915998629888,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,34.94,-36.416,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
ASRI,Properti & Real Estate,133,8.5,HINDARI,LOW_LIQ,PER_Murah* | PBV_Murah | Broksum_ACCUM***,23,30,50,0,0,44.0,15.5,18.8,UP,100,-32.5,BELOW,CONTINUATION,NONE,BEARISH,12.7,129,143,125,146,155,165,6.0,9.8,1.63,12500,1662500,100000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_RISING, VOL_SPIKE_DOWN, CMF_NEGATIVE",2948796.865736529,-0.1483018640894322,-85480751.21212101,YES,22197547,2952273751.0,0.22,9865576721,19649411888,False,-1.8,22897900,6390427322,849926833826.0,3452951852,0.35,0.22,RETAIL_DOMINANT,9865576721,reported,19649411888,2574072938496,-0.08,NEGATIVE,5,0.0,TIDAK DIUJI,0.0,0.0,50.28,-0.848,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
LSIP,Agrikultur,1725,12.5,HINDARI,F,PER_Murah* | PBV_Murah | EMA* | Broksum_ACCUM***,22,20,50,0,15,64.7,54.0,77.3,UP,100,67.5,ABOVE,CONTINUATION,BEARISH_DIV,BULLISH,29.0,1440,1785,1633,1879,1994,2110,5.3,8.9,1.68,1086,1873350,100000,TRENDING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",6245080.56030979,0.1508206108692288,51759703.37908496,NO,19276355,33251712375.0,0.7,2753765050,6819963965,False,0.8,18196663,1770670928,3054407350800.0,963817767,1.09,0.7,RETAIL_DOMINANT,2753765050,reported,6819963965,11048341995520,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,65.94,102.127,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
SIMP,Agrikultur,770,9.0,HINDARI,F,PER_Murah* | PBV_Murah | News_BULLISH*** | Broksum_ACCUM***,22,20,50,0,15,52.2,40.6,39.6,DN,100,3.5,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,44.6,640,890,713,864,935,1006,7.4,12.2,1.65,1754,1350580,100000,TRENDING,Bull,Bull,NEUTRAL,50,AD_RISING,59396287.44078945,0.006750140146880163,7019891.7349316925,NO,11288053,8691800810.0,0.5,2257610788,15501310000,False,0.0,43310940,1456158960,1121242399200.0,790163775,0.78,0.5,RETAIL_DOMINANT,2257610788,reported,15501310000,11393462960128,0.24,POSITIVE,4,0.0,TIDAK DIUJI,0.0,0.0,60.88,54.807,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
ADHI,Infrastruktur & Konstruksi,212,7.0,HINDARI,LOW_LIQ,Overbought- | PBV_Murah | Broksum_ACCUM***,22,45,25,0,0,63.1,26.5,50.8,UP,100,410.1,ABOVE,BREAKOUT,BULLISH_DIV,BULLISH,15.5,175,212,199,233,249,265,6.1,9.9,1.62,7692,1630704,100000,TRENDING,Bear,Bear,NEUTRAL,50,"VPT_RISING, VWAP_ABOVE_DELTA_POS, CMF_NEGATIVE, AD_FALLING",28378827.532983884,-0.4906897877826737,-162208109.20634913,YES,14968486,3173319032.0,0.5,2993697329,8407608979,False,0.0,13487150,1930934778,409358172936.0,1047794065,0.78,0.5,RETAIL_DOMINANT,2993697329,reported,8407608979,1731967451136,-0.1,NEGATIVE,3,0.0,TIDAK DIUJI,0.0,0.0,37.08,-6.616,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
ADRO,Energi & Tambang,2520,5.5,HINDARI,RISK,Overbought- | PER_Murah* | PBV_Mahal- | EMA+HMA** | Broksum_ACCUM***,21,50,5,0,15,66.0,24.4,100.0,UP,74,175.8,ABOVE,BREAKOUT,NONE,BULLISH,8.8,2296,2520,2434,2663,2770,2877,3.4,5.7,1.68,1162,2928240,100000,RANGING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, VWAP_ABOVE_DELTA_POS, AD_FALLING",4278269.998494104,-0.21696084607975696,-138780713.65079796,NO,81411508,205157000160.0,0.7,11630215568,28800494200,False,0.8,82079450,7478228612,18845136102240.0,4070575448,1.09,0.7,RETAIL_DOMINANT,11630215568,reported,28800494200,72001234403328,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,59.12,27.587,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
ERAA,Consumer & Retail,410,12.0,HINDARI,F,PER_Murah* | PBV_Murah | Pullback_EMA21** | EMA* | Broksum_ACCUM***,20,15,50,0,15,59.7,16.1,78.9,UP,85,62.6,ABOVE,CONTINUATION,NONE,BULLISH,18.3,360,416,395,435,454,473,3.7,6.1,1.65,6666,2733060,100000,RANGING,Bull,Bear,ACCUMULATION,60,"VPT_RISING, AD_RISING",6585886.401964551,0.07028363358218344,184176267.06349236,NO,55388667,22709353470.0,0.8,6923583486,15783484900,False,1.8,46844016,4444940599,1822425645590.0,2423254220,1.25,0.8,RETAIL_DOMINANT,6923583486,reported,15783484900,6534362300416,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,66.46,6.264,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
BBNI,Perbankan,3720,7.5,HINDARI,F,PER_Murah* | PBV_Murah | Broksum_ACCUM***,20,15,50,0,15,45.5,18.8,26.1,UP,75,27.6,BELOW,CONTINUATION,NONE,BEARISH,8.0,3510,3870,3604,3913,4058,4202,3.1,5.2,1.68,862,3206640,100000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,3156094.9953675857,-0.23525063791144488,-133367829.872154,NO,75280896,280044933120.0,0.5,15056179278,578683733,False,0.0,73138816,9711235635,36125796562200.0,5269662747,0.78,0.5,RETAIL_DOMINANT,15056179278,reported,578683733,143066098827264,0.1,POSITIVE,4,0.0,TIDAK DIUJI,0.0,0.0,50.31,-26.818,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
CTRA,Properti & Real Estate,690,6.0,HINDARI,LOW_LIQ,PER_Murah* | PBV_Murah | Broksum_ACCUM***,20,15,50,0,15,39.7,20.6,0.0,DN,83,-87.5,BELOW,CONTINUATION,NONE,BEARISH,10.9,690,760,661,738,774,810,4.2,7.0,1.67,3448,2379120,100000,RANGING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, AD_RISING",534140.9820960881,-0.06176852050980664,4397909.523809552,NO,60464735,41720667150.0,0.7,8637819346,18535695255,False,0.8,12529316,5554117840,3832341309600.0,3023236771,1.09,0.7,RETAIL_DOMINANT,8637819346,reported,18535695255,12511594151936,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,47.85,-4.648,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
SMBR,Industri Dasar & Logam,216,6.5,HINDARI,LOW_LIQ,Sector_COLD- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,20,15,50,0,15,42.1,23.6,18.8,UP,100,-77.5,BELOW,CONTINUATION,BULLISH_DIV,BEARISH,12.8,214,238,202,239,256,274,6.5,10.6,1.63,7142,1542672,100000,TRENDING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, AD_RISING",1601369.709041402,0.06382904890144361,9260802.777777731,NO,16755490,3619185840.0,0.7,2393641450,9932534336,False,0.8,5058056,1539111453,332448073848.0,837774507,1.09,0.7,RETAIL_DOMINANT,2393641450,reported,9932534336,1986506915840,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,46.4,-2.913,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
BSDE,Properti & Real Estate,770,8.5,HINDARI,LOW_LIQ,PER_Murah* | PBV_Murah | Broksum_ACCUM***,20,15,50,0,15,46.0,20.4,38.1,UP,100,-14.9,BELOW,CONTINUATION,NONE,BEARISH,10.5,745,825,733,832,879,925,4.8,8.1,1.69,2702,2080540,100000,RANGING,Bear,Bear,ACCUMULATION,60,"VPT_RISING, CMF_POSITIVE, VOL_SPIKE_DOWN, VWAP_BELOW_DELTA_NEG",626278.9786819955,0.17374382925691018,25341086.709956706,YES,46339064,35681079280.0,0.8,5792383044,20913395112,False,1.8,9792610,3718709915,2863406634550.0,2027334065,1.25,0.8,RETAIL_DOMINANT,5792383044,reported,20913395112,16103315079168,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,58.57,4.662,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
AXIO,Teknologi & Telco,117,10.7,HINDARI,LOW_LIQ,PBV_Murah | Pullback_EMA21** | Broksum_ACCUM***,20,50,0,0,15,52.8,35.2,50.0,UP,100,27.4,ABOVE,CONTINUATION,NONE,BULLISH,4.1,114,118,113,124,130,135,3.4,6.0,1.76,25000,2925000,100000,RANGING,Bear,Bear,ACCUMULATION,80,"VPT_RISING, CMF_POSITIVE",23173.25510624703,0.42065309858783656,5495896.666666664,NO,10693563,1251146871.0,0.9,1188173736,5840126500,False,3.2,679306,761619366,89109465822.0,415860807,1.4,0.9,RETAIL_DOMINANT,1188173736,reported,5840126500,677454675968,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,52.78,-0.019,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
SRTG,Konglomerat & Investasi,1795,11.0,HINDARI,F,Sector_COLD- | PER_Murah* | PBV_Murah | Pullback_EMA21** | EMA* | Broksum_ACCUM***,20,15,50,0,15,54.4,11.3,51.4,UP,100,28.3,BELOW,CONTINUATION,NONE,BULLISH,9.1,1690,1840,1708,1940,2048,2157,4.8,8.1,1.69,1149,2062455,100000,RANGING,Bull,Bull,ACCUMULATION,40,"VOL_SPIKE_STABLE, VPT_RISING, AD_FALLING",671243.3536469527,-0.044281933291023895,-17399548.7084845,YES,16626051,29843761545.0,0.7,2375150209,13549832900,False,0.8,8064953,1527221585,2741362745075.0,831302573,1.09,0.7,RETAIL_DOMINANT,2375150209,reported,13549832900,24931693756416,0.0,NEUTRAL,2,0.0,TIDAK DIUJI,0.0,0.0,61.56,27.67,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
ADMG,Konglomerat & Investasi,218,7.0,HINDARI,LOW_LIQ,Sector_COLD- | PBV_Mahal- | EMA+HMA** | Broksum_ACCUM***,20,50,-20,0,15,60.0,18.5,66.0,UP,100,60.3,ABOVE,CONTINUATION,BEARISH_DIV,BULLISH,13.9,194,218,202,244,263,283,7.3,11.9,1.63,6250,1362500,100000,RANGING,Bull,Bull,ACCUMULATION,80,"VPT_RISING, CMF_POSITIVE",268535.67354376987,0.24169653165963834,3581977.1296296297,YES,5078179,1107043022.0,0.9,564242170,3889179559,False,3.2,638626,361679232,78846072576.0,197484759,1.4,0.9,RETAIL_DOMINANT,564242170,reported,3889179559,824506056704,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,59.97,1.013,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
BUKA,Teknologi & Telco,149,7.5,HINDARI,F,PER_Murah* | PBV_Murah | News_BULLISH*** | Broksum_ACCUM***,20,15,50,0,15,44.1,29.3,12.5,DN,100,-40.8,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,28.6,140,175,140,164,175,186,6.0,10.1,1.68,11111,1655539,100000,TRENDING,Bear,Bull,NEUTRAL,50,"VPT_RISING, AD_FALLING",44205464.03895283,0.005747375077517523,-41452500.41513991,NO,271662747,40477749303.0,0.5,54332549434,92160315160,False,0.0,163511806,35044494386,5221629663514.0,19016392301,0.78,0.5,RETAIL_DOMINANT,54332549434,reported,92160315160,13731886006272,0.16,POSITIVE,3,0.0,TIDAK DIUJI,0.0,0.0,50.07,4.673,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
SMMA,Konglomerat & Investasi,15600,6.0,HINDARI,LOW_LIQ,Sector_COLD- | Overbought- | News_BULLISH*** | EMA+HMA** | Broksum_ACCUM***,20,50,0,0,15,68.0,24.4,100.0,UP,100,185.5,ABOVE,CONTINUATION,NONE,BULLISH,14.0,13750,15600,15029,16551,17265,17978,3.7,6.1,1.65,175,2730000,100000,RANGING,Bull,Bull,ACCUMULATION,80,"VPT_RISING, CMF_POSITIVE",2381.6685528298767,0.568218160279985,81059.53159041388,YES,849319,13249376400.0,0.9,94368791,142474368,False,3.2,11060,60490396,943650177600.0,33029076,1.4,0.9,RETAIL_DOMINANT,94368791,reported,142474368,98857992060928,0.3,POSITIVE,1,0.0,TIDAK DIUJI,0.0,0.0,61.36,-49.547,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
BHIT,Konglomerat & Investasi,33,5.0,HINDARI,LOW_LIQ,Sector_COLD- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,20,15,50,0,15,43.7,18.1,0.0,DN,100,-86.4,BELOW,CONTINUATION,NONE,BEARISH,18.4,33,38,32,35,37,39,3.0,6.1,2.03,100000,3300000,100000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, AD_FALLING",-1787317.5216139331,-0.0905390757072122,-17389800.0,NO,124796030,4118268990.0,0.22,55464902225,83542741759,False,-1.8,12812130,35927390417,1185603883761.0,19412715778,0.35,0.22,RETAIL_DOMINANT,55464902225,reported,83542741759,2756910514176,0.14,POSITIVE,5,0.0,TIDAK DIUJI,0.0,0.0,43.68,-0.333,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
