Ticker,Sektor,Harga,Skor,Sinyal,Strength,Konfirmasi,Confidence%,Tech_Score,Fund_Score,RS_Score,Sent_Score,RSI,ADX,Stoch,MACD,Volume,CCI,VWAP_Signal,Pattern,Divergence,Ichimoku,BB_Width%,Support,Resistance,Stop_Loss,Target_1,Target_2,Target_3,Risk%,Reward%,RRR,Position_Shares,Position_IDR,Risk_Amount,Regime,Weekly_Trend,Monthly_Trend,MM_Activity,MM_Confidence,MM_Signals,VPT_Trend,CMF_Signal,AD_Trend,Volume_Spike,MM_Shares,MM_Value_IDR,MM_Float_Pct,MM_Float_Shares,MM_Shares_Outstanding,MM_Float_Estimated,MM_Intensity,MM_Volume_Base,Retail_Shares,Retail_Value_IDR,Institutional_Shares,MM_vs_Retail_Ratio,MM_vs_Float_Ratio,Dominance,Float_Shares,Float_Source,Shares_Outstanding,Market_Cap_IDR,Sentiment_Score,Sentiment_Label,News_Count,AI_Win_Prob%,AI_Verdict,IHSG_Change,USD_Change,RSI_1d,MACD_1d,Foreign_Status,Net_Foreign_5d,Saran_Lot,Broksum_Status,Broksum_Net_Vol
TOBA,Energi & Tambang,570,2.5,HINDARI,LOW_LIQ,PBV_Mahal- | Broksum_ACCUM***,5,15,-20,0,0,41.8,14.9,15.0,DN,100,-100.4,BELOW,CONTINUATION,NONE,BEARISH,21.7,557,658,527,642,696,751,7.5,12.6,1.68,2325,1325250,100000,RANGING,Bear,Bear,NEUTRAL,50,AD_RISING,3230757.7995805144,0.03273743043974228,1614101.703296423,NO,10671372,6082682040.0,0.5,2134274505,8249360331,False,0.0,16022413,1376607057,784666022490.0,746996076,0.78,0.5,RETAIL_DOMINANT,2134274505,reported,8249360331,4660888862720,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,43.56,-3.6,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
BELI,Teknologi & Telco,372,3.0,HINDARI,LOW_LIQ,PBV_Mahal- | News_BULLISH*** | Broksum_ACCUM***,5,15,-20,0,0,31.8,18.3,2.4,DN,100,-128.9,BELOW,NONE,NONE,BEARISH,23.0,372,448,354,401,423,445,4.8,7.8,1.62,5555,2066460,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-231601.5880060044,-0.0635828625235405,-3390053.3333333433,NO,85449928,31787373216.0,0.27,31072701101,135842883189,False,-0.8,1001356,20111805788,7481591753136.0,10875445385,0.42,0.27,RETAIL_DOMINANT,31072701101,reported,135842883189,50261867364352,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,31.76,-12.747,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
BSIM,Perbankan,860,3.0,HINDARI,LOW_LIQ,Broksum_ACCUM***,5,15,0,0,0,38.1,12.3,13.3,UP,100,-120.4,BELOW,CONTINUATION,NONE,BEARISH,6.6,860,915,807,948,1014,1080,6.2,10.2,1.65,1886,1621960,100000,TRENDING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-810.564141403418,-0.20893637998901154,-134153.1385281384,NO,21695369,18658017340.0,0.27,7889225224,19716162403,False,-0.8,39080,5106301027,4391418883220.0,2761228828,0.42,0.27,RETAIL_DOMINANT,7889225224,reported,19716162403,17153060241408,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,41.18,-15.849,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
TPIA,Konglomerat & Investasi,5300,0.5,HINDARI,RISK,Sector_COLD- | PBV_Mahal- | Broksum_ACCUM***,5,15,-20,0,0,42.1,22.8,16.7,DN,92,-39.9,BELOW,CONTINUATION,NONE,BEARISH,57.2,3990,6550,4785,6159,6803,7447,9.7,16.2,1.67,194,1028200,100000,RANGING,Bear,Bear,NEUTRAL,50,AD_RISING,16509371.390947845,-0.05196590572983784,1873387.8271292,NO,46179862,244753268600.0,0.5,9235972554,86503906092,False,0.0,14523440,5957202299,31573172184700.0,3232590393,0.78,0.5,RETAIL_DOMINANT,9235972554,reported,86503906092,439007330697216,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,42.13,35.12,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
SCMA,Konglomerat & Investasi,250,-1.0,HINDARI,F,Sector_COLD- | News_BEARISH--- | Broksum_ACCUM***,5,15,0,0,-30,39.3,17.7,8.8,DN,89,-121.9,BELOW,CONTINUATION,NONE,BEARISH,23.4,250,308,232,280,303,326,7.2,12.0,1.67,5555,1388750,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",5387806.644284014,-0.11030543935847223,-146170829.92785,NO,11475458,2868864500.0,0.27,4172894053,63504703280,False,-0.8,101687916,2700905677,675226419250.0,1460512918,0.42,0.27,RETAIL_DOMINANT,4172894053,reported,63504703280,16765241262080,-0.61,NEGATIVE,5,0.0,TIDAK DIUJI,0.0,0.0,41.59,-2.393,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
ENRG,Energi & Tambang,1700,1.5,HINDARI,RISK,PBV_Mahal- | Broksum_ACCUM***,5,15,-20,0,0,48.2,23.8,14.9,DN,100,-39.0,BELOW,CONTINUATION,NONE,BEARISH,31.1,1500,2090,1533,1978,2187,2396,9.8,16.4,1.67,598,1016600,100000,TRENDING,Bull,Bull,NEUTRAL,50,"VPT_RISING, AD_FALLING",40925076.60185391,-0.06841080187390428,-1499632.429062605,NO,3040044,5168074800.0,0.55,548791976,26346230250,False,0.0,152002236,353674741,601247059700.0,192077191,0.86,0.55,RETAIL_DOMINANT,548791976,reported,26346230250,45052051062784,-0.15,NEGATIVE,2,0.0,TIDAK DIUJI,0.0,0.0,49.19,52.498,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
BRMS,Energi & Tambang,805,2.5,HINDARI,RISK,PBV_Mahal- | Broksum_ACCUM***,5,15,-20,0,0,44.2,16.2,16.7,DN,89,-66.5,BELOW,CONTINUATION,NONE,BEARISH,22.0,735,905,741,911,990,1070,8.0,13.2,1.65,1562,1257410,100000,RANGING,Bear,Bull,NEUTRAL,50,AD_FALLING,114236220.87241918,-0.013483974781891886,-156288490.41125536,NO,123897983,99737876315.0,0.5,24779596730,25570150644,False,0.0,401877546,15982839892,12866186113060.0,8672858855,0.78,0.5,RETAIL_DOMINANT,24779596730,reported,25570150644,110591549112320,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,46.23,-4.355,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
KKGI,Energi & Tambang,316,1.5,HINDARI,LOW_LIQ,PBV_Mahal- | News_BEARISH--- | Broksum_ACCUM***,5,15,-20,0,0,41.5,23.0,33.3,UP,100,-63.5,BELOW,CONTINUATION,NONE,BEARISH,11.1,306,344,302,339,357,375,4.4,7.3,1.66,7142,2256872,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-2588830.560957564,-0.0733848782071488,-3967246.666666668,NO,2453843,775414388.0,0.27,892306613,4873329400,False,-0.8,5727633,577545456,182504364096.0,312307314,0.42,0.27,RETAIL_DOMINANT,892306613,reported,4873329400,1539972005888,-0.3,NEGATIVE,1,0.0,TIDAK DIUJI,0.0,0.0,44.15,-4.901,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
ADMR,Energi & Tambang,1850,6.5,HINDARI,RISK,PBV_Mahal- | Pullback_EMA21** | EMA* | Broksum_ACCUM***,5,15,-5,0,0,50.4,10.2,50.4,UP,100,21.3,BELOW,CONTINUATION,NONE,BULLISH,13.7,1669,1902,1758,2003,2118,2233,5.0,8.3,1.66,1086,2009100,100000,RANGING,Bull,Bull,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",2239878.701616928,-0.26886221433661667,-233485974.54428515,NO,16845973,31165050050.0,0.27,6125808552,40882331500,False,-0.8,55539203,3964929586,7335119734100.0,2144032993,0.42,0.27,RETAIL_DOMINANT,6125808552,reported,40882331500,78085256904704,0.0,NEUTRAL,2,0.0,TIDAK DIUJI,0.0,0.0,51.55,-8.888,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
TINS,Energi & Tambang,3580,5.0,HINDARI,F,News_BULLISH*** | Broksum_ACCUM***,5,15,0,0,0,45.1,19.3,29.0,DN,60,-109.2,BELOW,CONTINUATION,NONE,BEARISH,15.6,3380,3950,3341,3978,4276,4574,6.7,11.1,1.66,418,1496440,100000,RANGING,Bull,Bull,NEUTRAL,50,AD_FALLING,6137313.18413572,-0.06427067909002411,-48927636.019360065,NO,13033568,46660173440.0,0.5,2606713709,7447753453,False,0.0,31647443,1681330343,6019162627940.0,912349798,0.78,0.5,RETAIL_DOMINANT,2606713709,reported,7447753453,28301462601728,0.49,POSITIVE,1,0.0,TIDAK DIUJI,0.0,0.0,46.78,28.539,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
LEAD,Infrastruktur & Konstruksi,136,0.0,HINDARI,LOW_LIQ,PBV_Mahal- | News_BEARISH--- | Broksum_ACCUM***,5,15,-20,0,0,45.2,15.4,2.9,DN,100,-69.9,BELOW,CONTINUATION,NONE,BEARISH,26.0,131,168,121,161,179,198,11.0,18.4,1.67,6666,906576,100000,RANGING,Bear,Bull,NEUTRAL,50,AD_FALLING,20012678.72349453,-0.04796623685263851,-82918974.40476184,NO,10365478,1409705008.0,0.5,2073095692,5799616328,False,0.0,60324660,1337146722,181851954192.0,725583492,0.78,0.5,RETAIL_DOMINANT,2073095692,reported,5799616328,782948237312,-0.16,NEGATIVE,5,0.0,TIDAK DIUJI,0.0,0.0,51.07,0.255,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
UNVR,Consumer & Retail,1535,1.5,HINDARI,RISK,PBV_Mahal- | Broksum_ACCUM***,5,15,-5,0,0,29.1,25.6,11.4,DN,90,-119.0,BELOW,CONTINUATION,NONE,BEARISH,35.2,1485,1955,1449,1678,1785,1892,5.6,9.3,1.66,1162,1783670,100000,TRENDING,Bear,Bear,DISTRIBUTION,80,"VOL_SPIKE_DOWN, VPT_FALLING",-7375708.937447663,-0.5094180100944244,-234966633.54100144,YES,9724809,14927581815.0,0.17,5557034244,37981233300,False,-3.2,22557366,3602347450,5529603335750.0,1944961985,0.27,0.17,RETAIL_DOMINANT,5557034244,reported,37981233300,59250722209792,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,30.98,-116.215,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
PPRE,Infrastruktur & Konstruksi,134,6.5,HINDARI,F,PBV_Murah | Broksum_ACCUM***,5,15,0,0,0,47.8,19.8,48.1,UP,100,53.9,BELOW,CONTINUATION,NONE,BEARISH,63.3,95,159,111,172,201,229,17.2,28.4,1.65,4347,582498,100000,TRENDING,Bear,Bull,NEUTRAL,50,"VPT_RISING, AD_FALLING",623528570.1201875,-0.06285957938248145,-126646788.56559741,YES,11343317,1520004478.0,0.5,2268663492,10116212300,False,0.0,257821710,1463287953,196080585702.0,794032222,0.78,0.5,RETAIL_DOMINANT,2268663492,reported,10116212300,1345456308224,0.0,NEUTRAL,5,0.0,TIDAK DIUJI,0.0,0.0,50.06,-5.077,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
HRUM,Energi & Tambang,995,4.0,HINDARI,RISK,PBV_Mahal- | Broksum_ACCUM***,5,15,-20,0,0,44.7,10.2,23.8,UP,100,-38.1,BELOW,CONTINUATION,NONE,BEARISH,7.9,975,1040,953,1065,1117,1170,4.2,7.0,1.67,2380,2368100,100000,TRENDING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",826915.1870018668,-0.33422907458607826,-80357094.52380952,NO,11614119,11556048405.0,0.5,2322823974,13148556400,False,0.0,15668300,1498221465,1490730357675.0,812988390,0.78,0.5,RETAIL_DOMINANT,2322823974,reported,13148556400,13017070698496,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,47.48,-13.199,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
GIAA,Transportasi & Logistik,68,1.5,HINDARI,F,Sector_COLD- | Broksum_ACCUM***,5,15,0,0,0,39.8,13.6,14.3,DN,100,-119.0,BELOW,CONTINUATION,NONE,BEARISH,12.8,68,76,63,76,83,89,7.4,11.8,1.59,20000,1360000,100000,TRENDING,Bear,Bear,NEUTRAL,50,AD_FALLING,26932301.620325536,-0.17625250037554566,-428865224.76190424,NO,32343435,2199353580.0,0.5,6468687174,25886576253,False,0.0,251929140,4172303229,283716619572.0,2264040510,0.78,0.5,RETAIL_DOMINANT,6468687174,reported,25886576253,27275143675904,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,41.66,-1.46,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
BAJA,Industri Dasar & Logam,159,4.0,HINDARI,LOW_LIQ,Sector_COLD- | PBV_Mahal- | Broksum_ACCUM***,5,15,-20,0,0,50.9,24.0,15.6,UP,100,35.5,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,18.1,145,173,146,181,197,213,8.2,13.8,1.68,7692,1223028,100000,RANGING,Bull,Bull,NEUTRAL,50,"VOL_SPIKE_STABLE, VPT_RISING, CMF_NEGATIVE, AD_FALLING",5949648.587104879,-0.1747815235254759,-14911717.629037619,YES,1999980,317996820.0,0.5,399996000,1800000000,False,0.0,3446990,257997420,41021589780.0,139998600,0.78,0.5,RETAIL_DOMINANT,399996000,reported,1800000000,284399992832,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,65.88,4.125,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
BKSL,Properti & Real Estate,106,4.0,HINDARI,F,PBV_Murah | Broksum_ACCUM***,5,15,0,0,0,41.1,16.6,8.7,DN,100,-86.6,BELOW,CONTINUATION,NONE,BEARISH,20.9,105,125,98,119,129,138,7.5,12.3,1.64,12500,1325000,100000,TRENDING,Bear,Bear,NEUTRAL,50,AD_FALLING,50153624.304046035,-0.08082292417121494,-122513033.33333397,NO,4478226,474691956.0,5.01,89375000,357500000,True,0.0,223911340,53615525,5683245650.0,31281249,8.35,5.01,RETAIL_DOMINANT,89375000,proxy,357500000,18112560758784,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,43.04,-2.511,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
PPRO,Properti & Real Estate,21,3.7,HINDARI,LOW_LIQ,Broksum_ACCUM***,5,15,0,0,0,33.2,30.7,16.7,DN,100,-168.6,BELOW,NONE,NONE,BEARISH,34.5,21,28,19,24,26,28,9.5,14.3,1.51,50000,1050000,100000,TRENDING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-18711533.240643404,-0.07991806820391131,-69924300.0,NO,59434069,1248115449.0,0.27,21612388941,61675671883,False,-0.8,61669176,13988618743,293760993603.0,7564336129,0.42,0.27,RETAIL_DOMINANT,21612388941,reported,61675671883,1295189147648,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,33.23,-2.033,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
CLEO,Consumer & Retail,390,1.5,HINDARI,LOW_LIQ,Broksum_ACCUM***,5,15,0,0,0,37.7,18.5,6.2,DN,100,-135.8,BELOW,CONTINUATION,NONE,BEARISH,6.6,390,414,380,407,420,432,2.6,4.4,1.69,10000,3900000,100000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, AD_FALLING",-331014.7953316448,-0.25789824345317264,-30695899.99999994,NO,11742300,4579497000.0,0.22,5218800000,24000000000,False,-1.8,5608910,3380477700,1318386303000.0,1826580000,0.35,0.22,RETAIL_DOMINANT,5218800000,reported,24000000000,9455999647744,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,37.69,-3.091,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
HOKI,Consumer & Retail,66,4.0,HINDARI,LOW_LIQ,PBV_Murah | Broksum_ACCUM***,5,15,0,0,0,42.0,15.0,12.5,DN,100,-71.5,BELOW,CONTINUATION,NONE,BEARISH,9.3,65,71,63,71,75,79,4.5,7.6,1.69,33333,2199978,100000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,5500872.604828909,-0.026889429328035015,-4301726.666666627,NO,14798251,976684566.0,0.5,2959650325,9677752680,False,0.0,26611290,1908974461,125992314426.0,1035877613,0.78,0.5,RETAIL_DOMINANT,2959650325,reported,9677752680,638731681792,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,45.54,-0.414,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
KREN,Teknologi & Telco,18,5.2,HINDARI,LOW_LIQ,PBV_Mahal- | Broksum_ACCUM***,3,0,-20,0,15,56.7,32.6,60.0,UP,100,147.6,ABOVE,CONTINUATION,NONE,BULLISH,28.2,15,19,17,20,21,23,5.6,11.1,1.98,100000,1800000,100000,TRENDING,Bear,Bull,ACCUMULATION,60,"VPT_RISING, AD_RISING",6676143.905228758,0.23835106428612962,211561800.0,YES,104362768,1878529824.0,0.8,13045346016,18204247800,False,1.8,27072483,8375112143,150752018574.0,4565871105,1.25,0.8,RETAIL_DOMINANT,13045346016,reported,18204247800,309472231424,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,65.6,0.164,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
WIFI,Teknologi & Telco,2350,3.5,HINDARI,F,Pullback_EMA21** | Broksum_ACCUM***,3,0,0,0,15,50.1,15.2,33.3,DN,65,-28.2,BELOW,CONTINUATION,NONE,BULLISH,20.4,2130,2530,2183,2629,2838,3047,7.1,11.9,1.68,598,1405300,100000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,5878339.69441447,-0.10564584446440214,-57588903.78951454,NO,10621344,24960158400.0,0.5,2124268974,5308549015,False,0.0,24605210,1370153490,3219860701500.0,743494140,0.78,0.5,RETAIL_DOMINANT,2124268974,reported,5308549015,12475090075648,0.15,POSITIVE,5,0.0,TIDAK DIUJI,0.0,0.0,51.23,20.559,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
WIDI,Pantauan Khusus (High Volatility),33,6.5,HINDARI,LOW_LIQ,PBV_Murah | Broksum_ACCUM***,3,0,0,0,15,50.0,19.9,42.9,UP,100,39.9,BELOW,CONTINUATION,NONE,BULLISH,22.9,29,36,30,37,41,44,9.1,12.1,1.33,33333,1099989,100000,RANGING,Bear,Bull,ACCUMULATION,40,"CMF_POSITIVE, AD_RISING",3882487.410933631,0.2993920579095705,48671550.000000045,NO,4694460,154917180.0,0.7,670637280,1600031683,False,0.8,6921103,431219772,14230252476.0,234723048,1.09,0.7,RETAIL_DOMINANT,670637280,reported,1600031683,52801048576,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,53.88,0.577,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
INCO,Energi & Tambang,6850,6.5,HINDARI,RISK,PBV_Mahal- | EMA* | Broksum_ACCUM***,3,0,-20,0,15,59.6,25.0,72.0,UP,100,61.0,ABOVE,CONTINUATION,NONE,BULLISH,27.7,5500,6925,6465,7492,7973,8454,5.6,9.4,1.68,259,1774150,100000,RANGING,Bull,Bull,ACCUMULATION,60,"VPT_RISING, AD_RISING",5742302.241751585,0.024947910835957668,12974918.568098545,NO,21079569,144395047650.0,0.8,2634946133,10539784534,True,1.8,17660996,1691635418,11587702613300.0,922231146,1.25,0.8,RETAIL_DOMINANT,2634946133,proxy,10539784534,72461014007808,-0.04,NEUTRAL,3,0.0,TIDAK DIUJI,0.0,0.0,59.1,203.045,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
ALII,Pantauan Khusus (High Volatility),980,6.7,HINDARI,LOW_LIQ,PBV_Mahal- | EMA* | Broksum_ACCUM***,3,0,-20,0,15,63.9,32.0,53.8,UP,100,88.8,ABOVE,CONTINUATION,NONE,BULLISH,47.0,675,1030,889,1132,1246,1360,9.3,15.5,1.67,1098,1076040,100000,RANGING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",5049805.146313671,0.04606559752470026,4663274.544042911,NO,22357740,21910585200.0,0.7,3193962956,15825800000,False,0.8,3570596,2053718182,2012643818360.0,1117887034,1.09,0.7,RETAIL_DOMINANT,3193962956,reported,15825800000,15746671312896,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,63.9,53.049,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
ROTI,Consumer & Retail,645,6.2,HINDARI,LOW_LIQ,PER_Murah* | News_BULLISH*** | Broksum_ACCUM***,3,0,15,0,0,28.4,33.8,10.5,DN,100,-115.1,BELOW,NONE,NONE,BEARISH,16.7,645,729,626,677,701,726,2.9,5.0,1.72,5263,3394635,100000,RANGING,Bear,Bear,NEUTRAL,50,AD_RISING,451097.626238171,0.024594527484497957,3775171.428571493,NO,2375469,1532177505.0,0.5,475093819,5622275488,False,0.0,5298670,306435514,197650906530.0,166282836,0.78,0.5,RETAIL_DOMINANT,475093819,reported,5622275488,3457699545088,0.2,POSITIVE,1,0.0,TIDAK DIUJI,0.0,0.0,30.16,-8.344,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
MPPA,Consumer & Retail,52,5.5,HINDARI,LOW_LIQ,Pullback_EMA21** | Broksum_ACCUM***,0,0,0,0,0,51.8,12.7,45.5,DN,100,8.8,BELOW,CONTINUATION,NONE,BEARISH,26.0,46,57,49,56,59,63,5.8,7.7,1.33,33333,1733316,100000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,18054768.943530023,-0.062055766095960835,-29638366.666666508,NO,26584853,1382412356.0,0.5,5316970766,12966640084,False,0.0,25805926,3429446145,178331199540.0,1860939768,0.78,0.5,RETAIL_DOMINANT,5316970766,reported,12966640084,674265235456,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,51.8,0.706,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
MPPA,Consumer & Retail,52,5.5,HINDARI,LOW_LIQ,Pullback_EMA21** | Broksum_ACCUM***,0,0,0,0,0,51.8,12.7,45.5,DN,100,8.8,BELOW,CONTINUATION,NONE,BEARISH,26.0,46,57,49,56,59,63,5.8,7.7,1.33,33333,1733316,100000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,18054768.943530023,-0.062055766095960835,-29638366.666666508,NO,26584853,1382412356.0,0.5,5316970766,12966640084,False,0.0,25805926,3429446145,178331199540.0,1860939768,0.78,0.5,RETAIL_DOMINANT,5316970766,reported,12966640084,674265235456,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,51.8,0.706,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
BUMI,Energi & Tambang,240,5.5,HINDARI,RISK,PBV_Mahal- | Pullback_EMA21** | Broksum_ACCUM***,0,0,-20,0,0,50.9,15.1,46.2,DN,94,-46.2,BELOW,CONTINUATION,NONE,BULLISH,18.1,216,262,223,269,290,312,7.1,12.1,1.7,5882,1411680,100000,RANGING,Bear,Bull,NEUTRAL,50,"VPT_RISING, AD_FALLING",821751343.596653,-0.11150870747855456,-10881111415.757576,NO,900284091,216068181840.0,0.5,180056818260,371335392068,False,0.0,3488029156,116136647779,27872795466960.0,63019886390,0.78,0.5,RETAIL_DOMINANT,180056818260,reported,371335392068,85407144345600,0.07,POSITIVE,5,0.0,TIDAK DIUJI,0.0,0.0,46.03,-4.278,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
INDY,Energi & Tambang,3650,4.0,HINDARI,RISK,PBV_Mahal- | News_BEARISH--- | Pullback_EMA21** | EMA* | Broksum_ACCUM***,0,0,-20,0,-30,50.8,14.1,37.5,UP,89,-14.1,BELOW,CONTINUATION,NONE,BULLISH,13.8,3410,3880,3384,4093,4426,4758,7.3,12.1,1.66,375,1368750,100000,RANGING,Bull,Bull,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",7345633.808936581,-0.15966184932768143,-85297918.65640241,NO,4091201,14932883650.0,0.27,1487709777,5202692000,False,-0.8,20630066,962920155,3514658565750.0,520698421,0.42,0.27,RETAIL_DOMINANT,1487709777,reported,5202692000,19249961631744,-0.27,NEGATIVE,2,0.0,TIDAK DIUJI,0.0,0.0,53.63,59.358,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
